,sequence,labels,scores
42,can vinegar be used to descale the delonghi perfecta coffee machine i am concerned about any chemical in the descale product remaining in the machine,"['usability', 'not usability', 'video']","[0.7380309104919434, 0.14670303463935852, 0.11526605486869812]"
43,on my esam come now all the time open door i think my microswitch is broken how can i fix this problem are on this microswitch 3 or 2 cable are there 2 then i can go over the switch an wire them together or,"['usability', 'not usability', 'video']","[0.6228421926498413, 0.2293211817741394, 0.14783665537834167]"
44,great maintenance video thanks i am trying to fix an issue with mine the water doe come out of the steamer hot water dispenser but something appears to be stuck and i can not make coffee or rinse it any hint on where the problem could be,"['video', 'usability', 'not usability']","[0.8843339085578918, 0.09229946881532669, 0.023366613313555717]"
45,thank you so very much you helped u so much this morning 2021 and your wisdom is so appreciated louise et marc qu bec,"['usability', 'video', 'not usability']","[0.5470847487449646, 0.3185372054576874, 0.134378120303154]"
46,great video guy look at it every time i have to take mine apart you two work well together like real good bud,"['video', 'usability', 'not usability']","[0.9630563259124756, 0.030607761815190315, 0.00633591040968895]"
47,thanks guy just what i wa looking for great,"['usability', 'video', 'not usability']","[0.4967620074748993, 0.4610048234462738, 0.042233165353536606]"
48,it come up to fill the jug part then self diagnosis then turn off is it completly broken i brought it second hand,"['not usability', 'usability', 'video']","[0.6024176478385925, 0.2755393981933594, 0.12204302102327347]"
49,what about the coffee mill,"['usability', 'video', 'not usability']","[0.7951556444168091, 0.13553427159786224, 0.06931007653474808]"
50,i have had this machine for 4 5 year just with regular maintenance and never had to go this deep also never saw such coffee residu or similar deposit yeah the occasional coffee here and there but no similar problem machine ha more than 5600 coffee made,"['usability', 'not usability', 'video']","[0.8317224383354187, 0.10078630596399307, 0.06749126315116882]"
51,thanks guy wa about to spend another few dollar for repair when i watched this video i figured out that the last issue could have been resolved by watching your video it ha been helpful and also included a few preventative issue that i know will arise keep up the great work,"['video', 'not usability', 'usability']","[0.9818691611289978, 0.009926816448569298, 0.008204042911529541]"
52,thanks for this it really fill a need keep it up and keep up the banter cheer,"['usability', 'video', 'not usability']","[0.7751232981681824, 0.19613900780677795, 0.02873769961297512]"
53,thank you for this video,"['video', 'usability', 'not usability']","[0.9421130418777466, 0.05540270358324051, 0.0024842272978276014]"
54,excellent video guy saved me i am sure a huge repair bill door wa popping open when brewing amp turning off phoned delonghi amp they referred me to nearest dealer searched youtube amp voila found u2 i prefer bourbon amp a cigar thanks a bunch fella loved your banter too,"['video', 'usability', 'not usability']","[0.9090904593467712, 0.0801895260810852, 0.010720046237111092]"
55,meant to mention i have perfecta 5600 like new now thanks,"['usability', 'video', 'not usability']","[0.7650850415229797, 0.1789296716451645, 0.05598524957895279]"
56,great video wa starting to think i needed a replacement and now back to like new operation thanks a ton,"['video', 'usability', 'not usability']","[0.9183062314987183, 0.07577966898679733, 0.005914138630032539]"
57,great video guy,"['video', 'usability', 'not usability']","[0.9522392749786377, 0.04324369877576828, 0.004516979213804007]"
58,this is exactly what i wa looking for thanks fella,"['usability', 'video', 'not usability']","[0.6935023665428162, 0.26273229718208313, 0.04376527667045593]"
59,thank you you really helped me i fixed my machine,"['usability', 'video', 'not usability']","[0.6643061637878418, 0.22363223135471344, 0.11206164211034775]"
60,your video saved me buying a new machine a a reminder do not tighten the screw too tight the plastic break it take so damn delonghi to get part,"['video', 'usability', 'not usability']","[0.9132645726203918, 0.08018781989812851, 0.006547604221850634]"
61,my cappuccino button hot water button milk container clean button doe not work anymore y all know how to fix this,"['not usability', 'usability', 'video']","[0.6133185029029846, 0.34541741013526917, 0.0412641204893589]"
62,just replaced coffee dispenser a my one had a crack in it thanks so much for easy guide saved me load on getting it repaired,"['usability', 'video', 'not usability']","[0.8163900971412659, 0.1054227203130722, 0.07818716019392014]"
63,super sharp video i have a problem i did find anyone with the same problem yet could you help me please my perfecta 5500b is brand new i have used it 3 week so far the infuser is stuck in a way that prevents the door from closing and the infuser reset procedure doe not do anything so i am completely stuck this happened because i am new to this and i tried to remove the infuser out of position what can i do to remove it or to put it back into normal position thanks much,"['video', 'usability', 'not usability']","[0.8717901110649109, 0.10229332000017166, 0.025916604325175285]"
64,normally when you unplug the unit wait 30 second and plug it back it automatically reset the infuser to the default position is that happening or it doe not move,"['usability', 'video', 'not usability']","[0.7822206020355225, 0.1547277569770813, 0.06305166333913803]"
65,thanks so much my friend wa throwing his machine out because it leaked i took it from him and followed this video it now work perfectly,"['video', 'usability', 'not usability']","[0.8135160207748413, 0.1779332160949707, 0.008550748229026794]"
66,happy we can help,"['usability', 'video', 'not usability']","[0.6559650897979736, 0.2883043885231018, 0.05573057383298874]"
67,hey guy you are great question today my esam5600 ha general alarm message when i went to remove the tray did not come out the diffuser is stuck down did everything on the book nothing any suggestion will appreciate it,"['not usability', 'usability', 'video']","[0.5928288102149963, 0.33306461572647095, 0.07410651445388794]"
68,sorry for the bad news but it seems the motor that drive the infuser is dead you need to send it in to a repair center,"['not usability', 'usability', 'video']","[0.46089646220207214, 0.4343820810317993, 0.1047215387225151]"
69,shopper therapy no noice at all,"['usability', 'video', 'not usability']","[0.6648539900779724, 0.23537208139896393, 0.09977396577596664]"
70,when you unplug the machine and plug it back do you hear the diffuser trying to move or it is very quiet,"['usability', 'video', 'not usability']","[0.6432046890258789, 0.28119945526123047, 0.0755959078669548]"
71,this wa very helpful i also broke my power button by pressing it in too hard thank you,"['usability', 'video', 'not usability']","[0.8513379096984863, 0.1045369878411293, 0.044125139713287354]"
72,great video guy it wa invaluable when i needed to replace my door and saved me some dollar and having to be without my beloved delonghi perfecta for several day,"['video', 'usability', 'not usability']","[0.8730705380439758, 0.12096095085144043, 0.0059685069136321545]"
73,thanks guy for this great video i got ta say that i have several machine and these delonghi machine are just not well designed that stupid multi piece sprout is unnecessarily complicated and the gunk up door is a very common issue the amount of thing needed cleaning are just countless with this machine a an engineer i can see a lot of these design issue saeco philip are much better at simplifying the design and the newer version are even better,"['video', 'not usability', 'usability']","[0.7979658842086792, 0.15633609890937805, 0.04569796845316887]"
74,great video guy i just have a question when i do the discaling and follow all the step water doe not come from the sprout which part of the machine should i clean so that it work,"['video', 'not usability', 'usability']","[0.9021806120872498, 0.04916277900338173, 0.0486566498875618]"
75,hi there my machine recently started the whole grind too fine replace spout and no flow thing annoyed and before watching this vid i took it all apart and it turn out there is a small inline water filter behind the tank at the bottom and this wa clogged with scale i am guessing bypassed it for the meantime and the machine work fine have ordered a new filter for gbp2 99 on ebay part 5513220521 and hopefully job done very informative video though a i forgot to clean the inside of the door will do this when the part arrives,"['video', 'usability', 'not usability']","[0.847364068031311, 0.13008342683315277, 0.02255244366824627]"
76,thanks for the video this machine of mine is bean grinder is no longer working i wonder if there is any quick fix possible to make a video i can not find any online thanks,"['not usability', 'video', 'usability']","[0.5316811203956604, 0.3574957549571991, 0.11082305759191513]"
77,great video we bought a very similar machine although a newer version and i just did the whole maintenance thing a you guy i wa able to follow all the step perfectly very good shot and great explanation and i am very glad you took the time to show the whole re assembly since many people leave that out and then you are kind of stuck way to go,"['video', 'usability', 'not usability']","[0.9159677624702454, 0.07928135246038437, 0.004750959109514952]"
78,how to replace the brew head orange o ring would help the novice i have this machine for 10 year and the first few year i knew nothing this is a great machine so well made and with a bit of care will last a lifetime,"['usability', 'video', 'not usability']","[0.8685053586959839, 0.1008652001619339, 0.030629528686404228]"
79,hi guy fantastic video i fixed my perfecta that i had previously given up on everything is working now except i keep getting the message insert milk container even when the milk jug is in could you please let me know how to fix this thanks guy,"['video', 'usability', 'not usability']","[0.8387067914009094, 0.11641710996627808, 0.04487612470984459]"
80,hi guy just watched awesome vid i will be tackling mine tonight maybe i should video it i make atleast 10 coffee a day had the machine for about 5yrs and no maintenance so i am expecting a bit of filth haha,"['video', 'usability', 'not usability']","[0.720491886138916, 0.19544291496276855, 0.084065280854702]"
81,just repaired my broken power button by watching this video thank you,"['video', 'usability', 'not usability']","[0.8717158436775208, 0.12354542315006256, 0.004738716874271631]"
82,a well spent saturday morning cleaning my machine thanks for the instructional video every spring that could come off did come off and i wa ready for them,"['video', 'usability', 'not usability']","[0.8905801177024841, 0.0876866802573204, 0.021733205765485764]"
83,hello there i have got the same machine everything work perfectly but the steam pipe throw water every time i am making a coffee or using the machine do you know what is causing this regard,"['usability', 'not usability', 'video']","[0.4665108919143677, 0.4523756206035614, 0.08111345022916794]"
84,great video i have been getting an error that the ground are too fine to insert the water spout i am only 5 min into your video so i am hoping you go over that because i inserted the water spout hit ok it doe not fix it i know you can not adjust the grind without it grinding according to delonghi i have the gram dama sadly they discontinued this machine i have had this model for 10 year and 7 year ago i had to buy a new one we went out of town and there wa a bad storm and damaged it it would no longer work so i definitely recommend unplugging it if you go out of town i am still watching video and i am half way through if you have not gone over the error ground too fine adjust grinder and insert water spout and press ok i did not change any setting and this just popped up if i unplug the machine it reset but once i start making a latte it stop and the error come up,"['video', 'not usability', 'usability']","[0.8265060186386108, 0.09034433215856552, 0.08314964920282364]"
85,a lot of bad boy and guy here,"['video', 'not usability', 'usability']","[0.5744287371635437, 0.2891511023044586, 0.13642017543315887]"
86,i have this machine and it ha made excellent coffee for year now the other day it sound changed when it wa making coffee and no coffee came out nothing from the coffee spout and no clean water from the water spout either it grind the coffee but it doe not pump water at all it just push the grinded coffee bean into the bucket do you have any idea what could be wrong,"['usability', 'not usability', 'video']","[0.8001581430435181, 0.1087951809167862, 0.09104668349027634]"
87,kentchr76 did it work,"['usability', 'video', 'not usability']","[0.49806544184684753, 0.4434107840061188, 0.058523744344711304]"
88,shopper therapy thanks i will check it out appreciate the answer,"['usability', 'video', 'not usability']","[0.5671135783195496, 0.36954885721206665, 0.06333756446838379]"
89,hi it seems like your water pump died it is fairly simple to replace 5113211291 type this part number in amazon and you will see what the part is,"['usability', 'video', 'not usability']","[0.8712210059165955, 0.08141447603702545, 0.047364491969347]"
90,any way to fix one not turning on,"['not usability', 'usability', 'video']","[0.6805045008659363, 0.2624242305755615, 0.0570712573826313]"
91,fuck yeah broke my water steam button earlier and nearly had a heart attack saw your vid found 1 set of new button on ebay the only set on there and perfecta well done guy video like this save people a shit load of money and really bad headache cheer,"['video', 'usability', 'not usability']","[0.9007386565208435, 0.08695816248655319, 0.012303176335990429]"
92,thanks i just cleaned inside my door after ten year of use it wa filthy in there,"['usability', 'not usability', 'video']","[0.6851004958152771, 0.1859716773033142, 0.12892787158489227]"
93,my delonghi magnifica 3600 make ground instead of puck when you make an expression it grind for a regular cup of coffee how can i fix this,"['usability', 'not usability', 'video']","[0.6482837796211243, 0.27379557490348816, 0.07792063057422638]"
94,very good video my machine recently started to take longer to heat up sometimes starting again right after preparing a drink it is also releasing some steam from the steam wand in the heating up process i have always cleaned and descaled it regularly i have also a brand new milk jug do you guy have any suggestion please,"['video', 'usability', 'not usability']","[0.9156339764595032, 0.0739932581782341, 0.010372770018875599]"
95,hello guy i just bought this coffee machine and after the first start showing the general alarm message i already cleared the machine what can be the problem thank you for your help,"['not usability', 'video', 'usability']","[0.46722301840782166, 0.3241688907146454, 0.208608016371727]"
96,thank you very much guy you save my budget really helpful,"['usability', 'video', 'not usability']","[0.5578136444091797, 0.323135644197464, 0.11905068904161453]"
97,hi guy thanks a lot for the very good and complete video i have a problem with my machine no water come out of it and a very strong noise is made with some different message could i give you more information to get some more help thanks in advance for your help kind regard,"['video', 'usability', 'not usability']","[0.9327088594436646, 0.04084913805127144, 0.026442015543580055]"
98,awesome guy i had a great time watching amp listening and cleaning my machine along with you but it still do not work,"['not usability', 'video', 'usability']","[0.5245989561080933, 0.41471490263938904, 0.06068619340658188]"
99,what is wrong with it,"['not usability', 'usability', 'video']","[0.8568134903907776, 0.08164843916893005, 0.06153799965977669]"
100,broooo thanks a lot this help me a lot cheer,"['usability', 'video', 'not usability']","[0.7999119162559509, 0.15878598392009735, 0.041302066296339035]"
101,thank you guy you are awesome so much needed this video why ha not delonghi posted one like it a brilliant machine supplying me with my daily drug supply wonderful freshly ground coffee nicely made machine too so you saved my bacon when the fragile control button plastic moulded ispring lever broke of the on off button broke after 9 glorious year of fault free use i am not complaining easy to take apart and reassemble with your superb video i am writing to delonghi so suggest they offer you both honorary vice presidentship of the company best wish,"['video', 'usability', 'not usability']","[0.6444513201713562, 0.3100912272930145, 0.04545750096440315]"
102,thank you for the video it ha helped me in the past with cleaning my perfecta i have the same machine recently it ha gotten very very very slow 2 5 minute per coffee not so perfecta anymore here is a video of the problem any idea btw i have cleaned my infuser in the same way a you have done it in your video,"['video', 'usability', 'not usability']","[0.9441121816635132, 0.042275603860616684, 0.013612260110676289]"
103,our pleasure believe it or not do it again a you know overtime the water cool down so run it a second time and the infuser should be back to normal happy we can help good luck,"['usability', 'not usability', 'video']","[0.7575045228004456, 0.12248560786247253, 0.12000986933708191]"
104,shopper therapy i have cleaned the infuser a recommended let it soak in hot water forever in excess of one hour in upright position before brushing it and i must say it ha dramatically improved the flow the same coffee that yesterday took 2 5 minute to make took roughly 25 second today and the flow ha changed from dripping to streaming although not back to original spec at least i now know that the infuser is wa the likely culprit i will also descale today and clean some other part to complete the cleaning cycle thanks for your great help,"['usability', 'video', 'not usability']","[0.675725519657135, 0.2587203085422516, 0.06555413454771042]"
105,shopper therapy descaled 4 5 day ago i will try to clean the infuser again give it extra quality time in the tall bowl in upright position and report back once completed thanks for the input,"['usability', 'not usability', 'video']","[0.4626563489437103, 0.27935466170310974, 0.2579890787601471]"
106,sometimes we just have to go to basic i would let the infuser sit in hot water for st least an hour i stead of the traditional period also i would try to use gravity in our favour get yourself a bowl or cup tall enough to hold the infuser in it right up position while it is soaked that might help the situation when is the last time you descaled it,"['usability', 'video', 'not usability']","[0.7776569724082947, 0.13551083207130432, 0.08683227747678757]"
107,shopper therapy i am wondering what else could slow the flow if everything else work perfectly fine but not the coffee making part rinsing a you probably observed is at full flow,"['usability', 'video', 'not usability']","[0.4618479609489441, 0.2787957787513733, 0.25935623049736023]"
108,this video ha been so useful thank you,"['video', 'usability', 'not usability']","[0.7824831604957581, 0.2144935429096222, 0.0030232735443860292]"
109,hi i have a delonghi esam 5500 but it ha recently come up with heating message and it get stuck on heating message and will not do nothing any india is what this could be thanks marco,"['not usability', 'usability', 'video']","[0.7892418503761292, 0.16074557602405548, 0.05001257359981537]"
110,my machine is nearly 10 year old now and just recently the ground have not been landing in the container they just fall down to the right hand side and it is a real mess to keep cleaning up any idea i do not think we are capable of taking the machine apart a in this video it look too technical,"['video', 'not usability', 'usability']","[0.834388256072998, 0.12279956787824631, 0.04281214252114296]"
111,i suspect it might be the diffuser arm not working properly it swipe over the top of the diffuser after the drink is done removing the coffee cake,"['usability', 'not usability', 'video']","[0.48204612731933594, 0.43313661217689514, 0.08481718599796295]"
112,watched the whole video and cleaned my machine thank you,"['video', 'usability', 'not usability']","[0.8730232119560242, 0.11952969431877136, 0.007447090931236744]"
113,super helpful thanks guy,"['usability', 'video', 'not usability']","[0.6034156084060669, 0.351078599691391, 0.045505788177251816]"
114,hi great video i have a slightly different model ecam 20 110 but i think they are quite similar inside i have had one before that died after 14 month and my current model is 16 month old and seem to get the same problem when the machinemis turned on the cleaning cycle start normally and the wather is pumped into the machine however it doe not run thru coffee nozzle but is running into the tray in the bottom it malkes the coffee and at turn off the cleaning cycle repeat and clean the nozzle at the end this will also stop and nozzle are stuck sending the machine to the repairshop is more expensive than bying a new machine so i really would appreciate any idea it is probably just a small silicone ring that is broken thanks,"['video', 'usability', 'not usability']","[0.6674687266349792, 0.21654897928237915, 0.11598226428031921]"
115,hi i have a question i use this exact coffee machine and when i make espresso and set the desired amount of coffee amount of liquid not how strong the coffee is and it make it sometimes like it should and most of the time it make le than it should i e 0 5dcl is desired and the machine make only 0 3dcl anyone had this one,"['usability', 'video', 'not usability']","[0.9252534508705139, 0.045211974531412125, 0.029534654691815376]"
116,is there a repair review which cover no hot water coming out of my esam 5500 and also the coffee is only just warm can not get it hot all three setting seam the same temperature,"['usability', 'not usability', 'video']","[0.5565369725227356, 0.24303872883319855, 0.20042426884174347]"
117,if your not getting water from the water spout and the espresso spout then you either have a clog or the pump is dead either or i suggest at this point to take in for service,"['usability', 'not usability', 'video']","[0.696663498878479, 0.22921480238437653, 0.07412172853946686]"
118,shopper therapy hi when press the button nothing come out,"['not usability', 'usability', 'video']","[0.5841186046600342, 0.2524162828922272, 0.16346511244773865]"
119,when you press the water spout button do you get hot water from it,"['usability', 'video', 'not usability']","[0.7151410579681396, 0.23852087557315826, 0.04633805528283119]"
120,shopper therapy hi no water coming out make a noise but nothing happens then say ground too fine,"['video', 'usability', 'not usability']","[0.4129454493522644, 0.3599550724029541, 0.2270994782447815]"
121,is the water coming out or is it coming out but it is cold,"['usability', 'video', 'not usability']","[0.49931925535202026, 0.34134119749069214, 0.15933957695960999]"
122,this is really helpful thanks for sharing,"['usability', 'video', 'not usability']","[0.884183406829834, 0.09773330390453339, 0.018083317205309868]"
123,it is our pleasure,"['usability', 'video', 'not usability']","[0.48630544543266296, 0.40247249603271484, 0.11122206598520279]"
124,just two word thank you,"['usability', 'video', 'not usability']","[0.7507562041282654, 0.12464223057031631, 0.12460161000490189]"
125,our pleasure,"['video', 'usability', 'not usability']","[0.4683528244495392, 0.4126429557800293, 0.11900422722101212]"
126,thx i am 64yr old woman and i took machine apart and fixed the switch thx to this video,"['video', 'usability', 'not usability']","[0.900096595287323, 0.09317490458488464, 0.006728482898324728]"
127,amazing that is why we want to make more video like this,"['video', 'usability', 'not usability']","[0.9183634519577026, 0.07613418996334076, 0.005502325017005205]"
128,my machine is dripping espresso slow and the amount is a lot le than usual i did the descale and the cleaning maintenance regularly do you have an idea what could be the problem,"['usability', 'not usability', 'video']","[0.5407662391662598, 0.37942785024642944, 0.07980591058731079]"
129,did you take the door a apart and the nozzle for cleaning,"['usability', 'video', 'not usability']","[0.7189704775810242, 0.16158819198608398, 0.11944139003753662]"
130,good stuff guy and great that this machine is built to be serviceable,"['usability', 'video', 'not usability']","[0.914901614189148, 0.07410474121570587, 0.01099362876266241]"
131,can i see a big thanks to you guy i had the problem where it leak led behind the back of the spout and constantly asked to be emptied this is a keeper,"['usability', 'video', 'not usability']","[0.7570518851280212, 0.2123723030090332, 0.030575864017009735]"
132,our pleasure,"['video', 'usability', 'not usability']","[0.4683528244495392, 0.4126429557800293, 0.11900422722101212]"
133,hi i purchased this model used and hot water doe not come out of the water spout the espresso work fine tried to descale but again nothing came out clogged tube somewhere,"['usability', 'not usability', 'video']","[0.4662030339241028, 0.4331587255001068, 0.1006382405757904]"
134,it is most likely more then a pocket i really doubt you have a clog you mostly like have a big air leak these thing are designed like a straw if there is air then the suction will not be good if your comfortable take all three panel out and watch the water path you should see up to to where it go this way you eliminate at least up to that point the air leak area then analyze the rest of the path,"['usability', 'video', 'not usability']","[0.5347168445587158, 0.23304657638072968, 0.23223665356636047]"
135,shopper therapy yes i can hear it trying to pump water but nothing come out delonghi said they think there could be some air pocket in the tube but i have tried more than 10 time and nothing,"['not usability', 'video', 'usability']","[0.48207488656044006, 0.26067885756492615, 0.2572462856769562]"
136,when you press the hot water button do you hear the pump starting up it is a very distinct loud sound,"['usability', 'video', 'not usability']","[0.8241683840751648, 0.14529889822006226, 0.030532753095030785]"
137,guy thanks for the great video it helped me a lot in cleaning my machine regard from the netherlands peter,"['video', 'usability', 'not usability']","[0.8419867753982544, 0.1453966498374939, 0.012616551481187344]"
138,hey guy great information in this video i have that exact machine for a couple of year now and have been very happy with it until the other day i started getting a message grind too fine adjust mill and insert water spout i did everything it said to no avail the grinder work fine but when it come to pouring out the coffee nothing come out it sound very weak and then then a loud continuous clicking sound until the pouring cycle end any advice thanks in advance,"['video', 'usability', 'not usability']","[0.8679271340370178, 0.1121821403503418, 0.019890693947672844]"
139,my machine wa stuck on heating up so i replaced the shorted out boiler the infuser wa also moving up and down when the unit wa turned on off i also checked the mainboard triacs by removing them from the mainboard and checking it with a multimeter they were fine so i put them back on the board the machine now go to self diagnosis and then general alarm a couple second later all my element fuse and pump are fine i am thinking the main board is faulty but i still do not know why the infuser motor wa working initially during heating up and now everything seems dead have you ever come across a problem like this,"['usability', 'not usability', 'video']","[0.47889208793640137, 0.4414268434047699, 0.07968110591173172]"
140,i believe one of the surface mount triacs is currently shorted out or even the voltage regulator is not regulating the correct voltage for the processor to start properly i will have to check the voltage later and see what is faulty in the circuit,"['not usability', 'usability', 'video']","[0.5338841676712036, 0.3838178217411041, 0.08229801058769226]"
141,shadowxgfx then i agree most likely a faulty board it is not doing a self diagnosis,"['not usability', 'video', 'usability']","[0.685771107673645, 0.16280515491962433, 0.15142381191253662]"
142,it doe not detect that the infuser ha been removed,"['not usability', 'video', 'usability']","[0.6143985986709595, 0.2155390977859497, 0.17006231844425201]"
