,label,score
77,POSITIVE,0.9872276782989502
78,NEGATIVE,0.9216010570526123
79,NEGATIVE,0.9886099100112915
80,NEGATIVE,0.9945641756057739
81,POSITIVE,0.9998258948326111
82,NEGATIVE,0.9916189908981323
83,POSITIVE,0.9991253018379211
84,NEGATIVE,0.644661545753479
85,NEGATIVE,0.9972381591796875
86,NEGATIVE,0.9780329465866089
87,POSITIVE,0.8569257259368896
88,NEGATIVE,0.994950532913208
89,NEGATIVE,0.9982600808143616
90,POSITIVE,0.7147798538208008
91,NEGATIVE,0.9990053772926331
92,NEGATIVE,0.933809220790863
93,POSITIVE,0.8984779715538025
94,POSITIVE,0.7280077934265137
95,NEGATIVE,0.968575656414032
96,POSITIVE,0.9993122816085815
97,NEGATIVE,0.993277370929718
98,POSITIVE,0.9781333804130554
99,POSITIVE,0.9994511008262634
100,POSITIVE,0.9964666366577148
101,NEGATIVE,0.9950627684593201
102,POSITIVE,0.9654921293258667
103,POSITIVE,0.996911883354187
104,NEGATIVE,0.999404788017273
105,NEGATIVE,0.9929041266441345
106,POSITIVE,0.9998810291290283
107,NEGATIVE,0.9911817312240601
108,NEGATIVE,0.9970824122428894
109,NEGATIVE,0.983925461769104
110,NEGATIVE,0.9994725584983826
111,NEGATIVE,0.9941735863685608
112,NEGATIVE,0.9833833575248718
113,NEGATIVE,0.7010906338691711
114,NEGATIVE,0.9844767451286316
115,POSITIVE,0.9998080134391785
116,POSITIVE,0.9998509883880615
117,NEGATIVE,0.9998089671134949
118,POSITIVE,0.985403299331665
119,POSITIVE,0.9530012607574463
120,POSITIVE,0.9986860156059265
121,POSITIVE,0.9998310804367065
122,NEGATIVE,0.9951131939888
123,NEGATIVE,0.9939911961555481
124,NEGATIVE,0.977767288684845
125,NEGATIVE,0.9865992069244385
126,POSITIVE,0.98687344789505
127,POSITIVE,0.9789513945579529
128,NEGATIVE,0.9933096170425415
129,NEGATIVE,0.9956901669502258
130,NEGATIVE,0.9904933571815491
131,POSITIVE,0.9309580326080322
132,POSITIVE,0.9998742341995239
133,POSITIVE,0.8854199647903442
134,NEGATIVE,0.99741131067276
135,NEGATIVE,0.9915280342102051
136,POSITIVE,0.9998394250869751
137,NEGATIVE,0.9640443921089172
138,POSITIVE,0.6182712316513062
139,POSITIVE,0.9998711347579956
140,NEGATIVE,0.97962486743927
141,NEGATIVE,0.9983021020889282
142,POSITIVE,0.9995142221450806
143,POSITIVE,0.9931378960609436
144,NEGATIVE,0.9977052807807922
145,NEGATIVE,0.9964555501937866
146,NEGATIVE,0.9923485517501831
147,POSITIVE,0.8532413244247437
148,POSITIVE,0.6575307846069336
149,POSITIVE,0.999862790107727
150,NEGATIVE,0.9020709991455078
151,POSITIVE,0.8225389122962952
152,NEGATIVE,0.9663482308387756
153,NEGATIVE,0.9950183629989624
154,NEGATIVE,0.9923033714294434
155,NEGATIVE,0.9852992296218872
156,NEGATIVE,0.9952713847160339
157,NEGATIVE,0.9995589852333069
158,POSITIVE,0.997600257396698
159,POSITIVE,0.9998823404312134
160,POSITIVE,0.9998674392700195
161,POSITIVE,0.9191272854804993
162,NEGATIVE,0.9769949913024902
163,NEGATIVE,0.9926631450653076
164,NEGATIVE,0.9942157864570618
165,NEGATIVE,0.999040424823761
166,POSITIVE,0.9972264170646667
167,NEGATIVE,0.9756929278373718
168,POSITIVE,0.9908171892166138
169,POSITIVE,0.9997206330299377
170,NEGATIVE,0.99835205078125
171,NEGATIVE,0.9996160268783569
172,POSITIVE,0.9990801811218262
173,NEGATIVE,0.980968177318573
174,NEGATIVE,0.7749758362770081
175,NEGATIVE,0.9159771800041199
176,NEGATIVE,0.9942291975021362
177,POSITIVE,0.9645734429359436
178,NEGATIVE,0.9981027245521545
179,NEGATIVE,0.9825893640518188
180,NEGATIVE,0.9947315454483032
181,POSITIVE,0.9986203908920288
182,POSITIVE,0.9997738003730774
183,NEGATIVE,0.9968525767326355
184,NEGATIVE,0.9821289777755737
185,NEGATIVE,0.9984228610992432
186,NEGATIVE,0.9833897948265076
187,POSITIVE,0.9948062300682068
188,NEGATIVE,0.9992079138755798
189,POSITIVE,0.999312162399292
190,NEGATIVE,0.7015681266784668
191,NEGATIVE,0.9981885552406311
192,POSITIVE,0.9776326417922974
193,NEGATIVE,0.9977267384529114
194,POSITIVE,0.9998457431793213
195,NEGATIVE,0.997885525226593
196,POSITIVE,0.9990860223770142
197,POSITIVE,0.9890751242637634
198,NEGATIVE,0.9977891445159912
199,POSITIVE,0.9998644590377808
200,POSITIVE,0.9484180808067322
201,NEGATIVE,0.971484899520874
202,NEGATIVE,0.9857643246650696
203,POSITIVE,0.9824062585830688
204,POSITIVE,0.9996435642242432
205,NEGATIVE,0.999090313911438
206,POSITIVE,0.9998313188552856
207,NEGATIVE,0.9991149306297302
208,NEGATIVE,0.992259681224823
209,POSITIVE,0.9995619654655457
210,NEGATIVE,0.9960013031959534
211,NEGATIVE,0.9991948008537292
212,NEGATIVE,0.9750528931617737
213,POSITIVE,0.7213470935821533
214,NEGATIVE,0.9958486557006836
215,NEGATIVE,0.9989460110664368
216,NEGATIVE,0.9709272980690002
217,NEGATIVE,0.809238612651825
218,POSITIVE,0.9991716146469116
219,NEGATIVE,0.9884752035140991
220,NEGATIVE,0.9806864857673645
221,POSITIVE,0.9684579968452454
222,POSITIVE,0.9993411898612976
223,NEGATIVE,0.9946635961532593
224,NEGATIVE,0.9979857206344604
225,POSITIVE,0.9251534938812256
226,POSITIVE,0.9997207522392273
227,NEGATIVE,0.8451265096664429
228,POSITIVE,0.9997492432594299
229,POSITIVE,0.9978813529014587
230,POSITIVE,0.9998687505722046
231,NEGATIVE,0.994976282119751
232,POSITIVE,0.7773807644844055
233,POSITIVE,0.9968774318695068
234,NEGATIVE,0.9988440275192261
235,POSITIVE,0.9912569522857666
236,NEGATIVE,0.9472936391830444
237,NEGATIVE,0.9990130662918091
238,POSITIVE,0.9989853501319885
239,POSITIVE,0.9996176958084106
240,NEGATIVE,0.9964234232902527
241,NEGATIVE,0.9979023933410645
242,POSITIVE,0.6430625319480896
243,NEGATIVE,0.9850686192512512
244,NEGATIVE,0.6658744812011719
245,NEGATIVE,0.9973301887512207
246,POSITIVE,0.999874472618103
247,NEGATIVE,0.9997076392173767
248,NEGATIVE,0.9992167949676514
249,POSITIVE,0.9998786449432373
250,POSITIVE,0.9998179078102112
251,NEGATIVE,0.9021748900413513
252,NEGATIVE,0.9992733597755432
253,NEGATIVE,0.9859808683395386
254,NEGATIVE,0.9981973767280579
255,POSITIVE,0.9998607635498047
256,POSITIVE,0.5691627264022827
257,POSITIVE,0.982373833656311
258,POSITIVE,0.7681854367256165
259,POSITIVE,0.9105708003044128
260,POSITIVE,0.9673888683319092
261,POSITIVE,0.5626644492149353
262,POSITIVE,0.9998438358306885
263,NEGATIVE,0.9980176687240601
264,POSITIVE,0.9905241131782532
265,NEGATIVE,0.9918397665023804
266,NEGATIVE,0.9995821118354797
267,NEGATIVE,0.9936999082565308
268,POSITIVE,0.9840503334999084
269,NEGATIVE,0.9993333220481873
270,NEGATIVE,0.9917314648628235
271,NEGATIVE,0.9817042946815491
272,POSITIVE,0.9943566918373108
273,NEGATIVE,0.9878343343734741
274,NEGATIVE,0.9985839128494263
275,NEGATIVE,0.9991771578788757
276,NEGATIVE,0.9970347881317139
277,POSITIVE,0.5915245413780212
278,NEGATIVE,0.8807833790779114
279,NEGATIVE,0.9989991784095764
280,NEGATIVE,0.9985696077346802
281,NEGATIVE,0.9958357810974121
282,POSITIVE,0.9669354557991028
283,POSITIVE,0.999854326248169
284,NEGATIVE,0.980568528175354
285,NEGATIVE,0.9931615591049194
286,NEGATIVE,0.9992334842681885
287,NEGATIVE,0.9957901835441589
288,POSITIVE,0.9998552799224854
289,NEGATIVE,0.9918398857116699
290,POSITIVE,0.984423816204071
291,POSITIVE,0.9973649382591248
292,POSITIVE,0.9871900677680969
293,NEGATIVE,0.966474711894989
294,NEGATIVE,0.994734525680542
295,NEGATIVE,0.9981375932693481
296,NEGATIVE,0.9979904890060425
297,NEGATIVE,0.9979129433631897
298,NEGATIVE,0.9884833693504333
299,NEGATIVE,0.9992408752441406
300,NEGATIVE,0.795395016670227
301,NEGATIVE,0.9914528131484985
302,POSITIVE,0.9567127823829651
303,POSITIVE,0.9966115355491638
304,POSITIVE,0.9947274327278137
305,POSITIVE,0.5259654521942139
306,NEGATIVE,0.9995392560958862
307,NEGATIVE,0.9951890707015991
308,POSITIVE,0.6853765845298767
309,NEGATIVE,0.9957138299942017
310,POSITIVE,0.6825059652328491
311,NEGATIVE,0.9091315865516663
312,NEGATIVE,0.9983962178230286
313,POSITIVE,0.9392340183258057
314,POSITIVE,0.9938427209854126
315,NEGATIVE,0.9995786547660828
316,NEGATIVE,0.9980237483978271
317,NEGATIVE,0.9886599779129028
318,POSITIVE,0.9432545304298401
319,POSITIVE,0.992756187915802
320,POSITIVE,0.965830385684967
321,NEGATIVE,0.993054211139679
322,NEGATIVE,0.9815632104873657
323,POSITIVE,0.5051262974739075
324,NEGATIVE,0.9864246845245361
325,POSITIVE,0.9964185953140259
326,NEGATIVE,0.9992071986198425
327,POSITIVE,0.9989326596260071
328,NEGATIVE,0.9991527795791626
329,POSITIVE,0.9944834113121033
330,NEGATIVE,0.9300453066825867
331,NEGATIVE,0.990562379360199
332,NEGATIVE,0.9844704866409302
333,NEGATIVE,0.9719468355178833
334,POSITIVE,0.9943148493766785
335,POSITIVE,0.9967141151428223
336,NEGATIVE,0.8235619068145752
337,POSITIVE,0.5642478466033936
338,NEGATIVE,0.8219624161720276
339,NEGATIVE,0.9990140199661255
340,NEGATIVE,0.9982423782348633
341,POSITIVE,0.999840497970581
342,POSITIVE,0.9750001430511475
343,POSITIVE,0.9993583559989929
344,NEGATIVE,0.9954184293746948
345,NEGATIVE,0.9872954487800598
346,POSITIVE,0.9986370205879211
347,POSITIVE,0.9998507499694824
348,POSITIVE,0.731573760509491
349,POSITIVE,0.9641130566596985
350,POSITIVE,0.9997695088386536
351,POSITIVE,0.9172425866127014
352,NEGATIVE,0.8396098017692566
353,POSITIVE,0.9992764592170715
354,NEGATIVE,0.995935320854187
355,POSITIVE,0.9993498921394348
356,NEGATIVE,0.9988828301429749
357,NEGATIVE,0.9922893643379211
358,NEGATIVE,0.9912808537483215
359,POSITIVE,0.9997047781944275
360,POSITIVE,0.9802535772323608
361,POSITIVE,0.9994446635246277
362,POSITIVE,0.9997971653938293
363,NEGATIVE,0.9997274279594421
364,NEGATIVE,0.9995854496955872
365,POSITIVE,0.9241234064102173
366,POSITIVE,0.9989074468612671
367,POSITIVE,0.9987313151359558
368,POSITIVE,0.9997968077659607
369,POSITIVE,0.9997733235359192
370,NEGATIVE,0.9915958046913147
371,NEGATIVE,0.9994003772735596
372,NEGATIVE,0.9986914992332458
373,POSITIVE,0.9997287392616272
374,NEGATIVE,0.9868048429489136
375,POSITIVE,0.9034398794174194
376,POSITIVE,0.9992101192474365
377,NEGATIVE,0.9979150891304016
378,NEGATIVE,0.9960770010948181
379,NEGATIVE,0.9975848197937012
380,NEGATIVE,0.9797376990318298
381,POSITIVE,0.9998533725738525
382,POSITIVE,0.9824884533882141
383,NEGATIVE,0.8560178875923157
384,NEGATIVE,0.9943906664848328
385,NEGATIVE,0.9994149208068848
386,NEGATIVE,0.9972816705703735
387,NEGATIVE,0.9974932670593262
388,NEGATIVE,0.9993888139724731
389,NEGATIVE,0.9863139390945435
390,POSITIVE,0.9982224106788635
391,POSITIVE,0.9998610019683838
392,POSITIVE,0.995765209197998
393,NEGATIVE,0.792154848575592
394,POSITIVE,0.9998562335968018
395,NEGATIVE,0.996454119682312
396,POSITIVE,0.9941591024398804
397,NEGATIVE,0.7944555878639221
398,NEGATIVE,0.9499621987342834
399,NEGATIVE,0.9965560436248779
400,POSITIVE,0.9954889416694641
401,NEGATIVE,0.9986053109169006
402,NEGATIVE,0.988849937915802
403,NEGATIVE,0.9992565512657166
404,NEGATIVE,0.9968650937080383
405,NEGATIVE,0.9996411800384521
406,NEGATIVE,0.9995251893997192
407,NEGATIVE,0.9991169571876526
408,NEGATIVE,0.9981545805931091
409,POSITIVE,0.999715268611908
410,NEGATIVE,0.9954903721809387
411,POSITIVE,0.9996557235717773
412,NEGATIVE,0.9975689053535461
413,NEGATIVE,0.9991129040718079
414,POSITIVE,0.9762504696846008
415,POSITIVE,0.9998080134391785
416,POSITIVE,0.9932717680931091
417,POSITIVE,0.9926053285598755
418,NEGATIVE,0.9985222220420837
419,NEGATIVE,0.9994080066680908
420,POSITIVE,0.9991356730461121
421,POSITIVE,0.7786954641342163
422,NEGATIVE,0.9922949075698853
423,POSITIVE,0.9995800852775574
424,POSITIVE,0.9998562335968018
425,POSITIVE,0.9989151954650879
426,POSITIVE,0.9997492432594299
427,POSITIVE,0.9963100552558899
428,POSITIVE,0.9998138546943665
429,NEGATIVE,0.8669320344924927
430,NEGATIVE,0.972186803817749
431,POSITIVE,0.9998273849487305
432,POSITIVE,0.995101809501648
433,POSITIVE,0.9998794794082642
434,POSITIVE,0.9839253425598145
435,NEGATIVE,0.9878636598587036
436,NEGATIVE,0.9991849064826965
437,NEGATIVE,0.9968350529670715
438,NEGATIVE,0.9903180599212646
439,POSITIVE,0.9121515154838562
440,POSITIVE,0.9810460805892944
441,POSITIVE,0.9939883947372437
442,NEGATIVE,0.9992437362670898
443,POSITIVE,0.9989381432533264
444,POSITIVE,0.9998670816421509
445,POSITIVE,0.9985761642456055
446,POSITIVE,0.9998119473457336
447,POSITIVE,0.8107357025146484
448,NEGATIVE,0.9658795595169067
449,NEGATIVE,0.9843431711196899
450,NEGATIVE,0.9510515928268433
451,NEGATIVE,0.9985101819038391
452,POSITIVE,0.8843656778335571
453,NEGATIVE,0.9721481204032898
454,NEGATIVE,0.9996238946914673
455,NEGATIVE,0.9995810389518738
456,NEGATIVE,0.9997220635414124
457,NEGATIVE,0.9528799653053284
458,NEGATIVE,0.9882097244262695
459,NEGATIVE,0.98807293176651
460,NEGATIVE,0.9978638291358948
461,NEGATIVE,0.9988293051719666
462,POSITIVE,0.9968921542167664
463,NEGATIVE,0.9516627192497253
464,NEGATIVE,0.9976752400398254
465,NEGATIVE,0.965837836265564
466,NEGATIVE,0.9960840940475464
467,POSITIVE,0.9988038539886475
468,NEGATIVE,0.9421326518058777
469,POSITIVE,0.9998248219490051
470,NEGATIVE,0.9968525767326355
471,POSITIVE,0.9998524188995361
472,POSITIVE,0.9997492432594299
473,NEGATIVE,0.9986347556114197
474,NEGATIVE,0.991689920425415
475,NEGATIVE,0.9929585456848145
476,NEGATIVE,0.9940410256385803
477,NEGATIVE,0.5650607943534851
478,NEGATIVE,0.8489913940429688
479,POSITIVE,0.9995414018630981
480,NEGATIVE,0.9731259942054749
481,NEGATIVE,0.9984839558601379
482,POSITIVE,0.9998605251312256
483,NEGATIVE,0.9996538162231445
484,POSITIVE,0.9997919201850891
485,NEGATIVE,0.9183170795440674
486,NEGATIVE,0.9909115433692932
487,NEGATIVE,0.9973758459091187
488,POSITIVE,0.9501567482948303
489,POSITIVE,0.9815382957458496
490,NEGATIVE,0.9147716760635376
491,POSITIVE,0.9971754550933838
492,NEGATIVE,0.999619722366333
493,NEGATIVE,0.9993199110031128
494,NEGATIVE,0.9995344877243042
495,POSITIVE,0.8862763047218323
496,POSITIVE,0.6122583746910095
497,NEGATIVE,0.9945441484451294
498,NEGATIVE,0.996278703212738
499,POSITIVE,0.9994860887527466
500,NEGATIVE,0.9947153925895691
501,NEGATIVE,0.9990191459655762
502,POSITIVE,0.9997414946556091
503,NEGATIVE,0.9932003617286682
504,NEGATIVE,0.9983060359954834
505,NEGATIVE,0.9937446713447571
506,POSITIVE,0.9990087151527405
507,POSITIVE,0.9988206028938293
508,POSITIVE,0.9998146891593933
509,NEGATIVE,0.9989218711853027
510,NEGATIVE,0.9961062073707581
511,NEGATIVE,0.9893932342529297
512,NEGATIVE,0.9891624450683594
513,NEGATIVE,0.9938919544219971
514,NEGATIVE,0.9843491911888123
515,POSITIVE,0.9998352527618408
516,NEGATIVE,0.9736454486846924
517,NEGATIVE,0.9992683529853821
518,NEGATIVE,0.9996968507766724
519,POSITIVE,0.9996485710144043
520,POSITIVE,0.998702883720398
521,NEGATIVE,0.9656122922897339
522,NEGATIVE,0.978354811668396
523,POSITIVE,0.9821524024009705
524,NEGATIVE,0.9993602633476257
525,NEGATIVE,0.7659754753112793
526,POSITIVE,0.9985979199409485
527,NEGATIVE,0.9994320273399353
528,POSITIVE,0.9884347915649414
529,NEGATIVE,0.9717884063720703
530,NEGATIVE,0.6809052228927612
531,NEGATIVE,0.9292997121810913
532,NEGATIVE,0.5138639807701111
533,POSITIVE,0.9992026686668396
534,POSITIVE,0.9282169938087463
535,NEGATIVE,0.9974748492240906
536,POSITIVE,0.999393105506897
537,POSITIVE,0.938341498374939
538,NEGATIVE,0.9966399669647217
539,POSITIVE,0.9998501539230347
540,POSITIVE,0.9998080134391785
541,POSITIVE,0.9998672008514404
542,POSITIVE,0.9970030188560486
543,POSITIVE,0.9997492432594299
544,POSITIVE,0.9997492432594299
545,POSITIVE,0.9992478489875793
546,NEGATIVE,0.9961866736412048
547,POSITIVE,0.9970292448997498
548,NEGATIVE,0.9965027570724487
549,POSITIVE,0.9987741112709045
550,POSITIVE,0.9900189638137817
551,POSITIVE,0.7339717745780945
552,NEGATIVE,0.9815918207168579
553,POSITIVE,0.998323380947113
554,NEGATIVE,0.9950607419013977
555,POSITIVE,0.9998825788497925
556,POSITIVE,0.999297022819519
557,NEGATIVE,0.9983458518981934
558,NEGATIVE,0.967388391494751
559,NEGATIVE,0.9977263808250427
560,NEGATIVE,0.9978783130645752
561,NEGATIVE,0.9984323382377625
562,NEGATIVE,0.9886099100112915
563,NEGATIVE,0.9894206523895264
564,NEGATIVE,0.9984228610992432
565,POSITIVE,0.7956682443618774
566,POSITIVE,0.9995917677879333
567,NEGATIVE,0.9976321458816528
568,NEGATIVE,0.7457976341247559
569,NEGATIVE,0.7062833905220032
570,POSITIVE,0.9359045624732971
571,POSITIVE,0.5840917825698853
572,NEGATIVE,0.9857202172279358
573,NEGATIVE,0.9820038676261902
574,POSITIVE,0.9662766456604004
575,POSITIVE,0.8463050127029419
576,NEGATIVE,0.9956939220428467
577,POSITIVE,0.9998056292533875
578,NEGATIVE,0.9995627999305725
579,POSITIVE,0.9991781115531921
580,NEGATIVE,0.9814414978027344
581,NEGATIVE,0.995971143245697
582,POSITIVE,0.9998030066490173
583,NEGATIVE,0.9905838966369629
584,POSITIVE,0.9998239874839783
585,NEGATIVE,0.6994597911834717
586,POSITIVE,0.9995627999305725
587,POSITIVE,0.7126740217208862
588,NEGATIVE,0.9952341914176941
589,POSITIVE,0.9675989747047424
590,POSITIVE,0.9996035695075989
591,NEGATIVE,0.9985332489013672
592,NEGATIVE,0.9669633507728577
593,NEGATIVE,0.996552586555481
594,NEGATIVE,0.9921913743019104
595,NEGATIVE,0.9882020354270935
596,NEGATIVE,0.9864713549613953
597,POSITIVE,0.9996336698532104
598,POSITIVE,0.9998512268066406
599,POSITIVE,0.9998517036437988
600,POSITIVE,0.9478808641433716
601,NEGATIVE,0.8153504729270935
602,POSITIVE,0.9721368551254272
603,NEGATIVE,0.9657829403877258
604,NEGATIVE,0.9163857698440552
605,POSITIVE,0.9980778694152832
606,NEGATIVE,0.99529629945755
607,POSITIVE,0.5883648991584778
608,NEGATIVE,0.9890866279602051
609,NEGATIVE,0.9883425831794739
610,NEGATIVE,0.9536688923835754
611,NEGATIVE,0.9952458739280701
612,NEGATIVE,0.9942073822021484
613,NEGATIVE,0.9992478489875793
614,NEGATIVE,0.9904661178588867
615,POSITIVE,0.9707394242286682
616,POSITIVE,0.7691470980644226
617,POSITIVE,0.7691470980644226
618,POSITIVE,0.9998080134391785
619,POSITIVE,0.9994015693664551
620,NEGATIVE,0.9914199113845825
621,NEGATIVE,0.9820848107337952
622,NEGATIVE,0.9969574213027954
623,NEGATIVE,0.9940967559814453
624,NEGATIVE,0.972722589969635
625,POSITIVE,0.9924929738044739
626,NEGATIVE,0.9997045397758484
627,NEGATIVE,0.9963625073432922
628,POSITIVE,0.9965069890022278
629,POSITIVE,0.9998512268066406
630,POSITIVE,0.999862790107727
631,NEGATIVE,0.9977831244468689
632,POSITIVE,0.9996697902679443
633,POSITIVE,0.9998080134391785
634,POSITIVE,0.9994396567344666
635,POSITIVE,0.8800381422042847
636,NEGATIVE,0.9751580357551575
637,NEGATIVE,0.9933305382728577
638,NEGATIVE,0.98087078332901
639,NEGATIVE,0.9899759888648987
640,NEGATIVE,0.9821314811706543
641,NEGATIVE,0.9959826469421387
642,POSITIVE,0.9985474944114685
643,NEGATIVE,0.9786081910133362
644,POSITIVE,0.9993295669555664
645,NEGATIVE,0.9590074419975281
646,NEGATIVE,0.9993958473205566
647,POSITIVE,0.8965433239936829
648,NEGATIVE,0.9936181306838989
649,POSITIVE,0.999703586101532
650,NEGATIVE,0.9982587695121765
651,NEGATIVE,0.9983211159706116
652,POSITIVE,0.9998161196708679
653,POSITIVE,0.9996809959411621
654,POSITIVE,0.9962928891181946
655,POSITIVE,0.9195991158485413
656,NEGATIVE,0.9966013431549072
657,NEGATIVE,0.974833071231842
658,POSITIVE,0.9336259961128235
659,POSITIVE,0.9998080134391785
660,NEGATIVE,0.9928649663925171
661,POSITIVE,0.9340142607688904
662,NEGATIVE,0.9951940178871155
663,POSITIVE,0.9869455695152283
664,NEGATIVE,0.9937301874160767
665,NEGATIVE,0.9977138042449951
666,NEGATIVE,0.926178514957428
667,NEGATIVE,0.9996078610420227
668,NEGATIVE,0.9094455242156982
669,POSITIVE,0.9998080134391785
670,NEGATIVE,0.9994164705276489
671,NEGATIVE,0.9971613883972168
672,NEGATIVE,0.9212538599967957
673,NEGATIVE,0.9980981945991516
674,NEGATIVE,0.7721261382102966
675,NEGATIVE,0.9802947640419006
676,NEGATIVE,0.9968886971473694
677,NEGATIVE,0.9894562363624573
678,POSITIVE,0.9998080134391785
679,NEGATIVE,0.998414158821106
680,POSITIVE,0.999703586101532
681,NEGATIVE,0.9964075684547424
682,NEGATIVE,0.9973963499069214
683,NEGATIVE,0.9972901344299316
684,POSITIVE,0.9998499155044556
685,NEGATIVE,0.8575852513313293
686,POSITIVE,0.9998080134391785
687,NEGATIVE,0.876054048538208
688,NEGATIVE,0.9345179796218872
689,NEGATIVE,0.9992725253105164
690,NEGATIVE,0.9948135614395142
691,POSITIVE,0.9998080134391785
692,NEGATIVE,0.9914591312408447
693,NEGATIVE,0.9985257983207703
694,NEGATIVE,0.9682155847549438
695,NEGATIVE,0.99037766456604
696,POSITIVE,0.9967895150184631
697,POSITIVE,0.9978721141815186
698,POSITIVE,0.9998080134391785
699,NEGATIVE,0.9942260384559631
700,NEGATIVE,0.9857198596000671
701,POSITIVE,0.9997455477714539
702,POSITIVE,0.9096946120262146
703,POSITIVE,0.9998557567596436
704,POSITIVE,0.9998080134391785
705,NEGATIVE,0.9867171049118042
706,NEGATIVE,0.9630106091499329
707,NEGATIVE,0.8244748711585999
708,NEGATIVE,0.9867439270019531
709,POSITIVE,0.9997857213020325
710,POSITIVE,0.9931411147117615
711,NEGATIVE,0.994998574256897
712,POSITIVE,0.9998524188995361
713,POSITIVE,0.9998080134391785
714,POSITIVE,0.9992309808731079
715,NEGATIVE,0.970005989074707
716,POSITIVE,0.9797242879867554
717,POSITIVE,0.9993391633033752
718,NEGATIVE,0.9995046854019165
719,NEGATIVE,0.5133929252624512
720,POSITIVE,0.9992744326591492
721,NEGATIVE,0.9943898320198059
722,NEGATIVE,0.9738366007804871
723,POSITIVE,0.8813254237174988
724,POSITIVE,0.7316923141479492
725,NEGATIVE,0.8643146753311157
726,NEGATIVE,0.9813406467437744
727,POSITIVE,0.9998080134391785
728,NEGATIVE,0.9602704048156738
729,POSITIVE,0.9871708750724792
730,NEGATIVE,0.9240328073501587
731,NEGATIVE,0.9946982860565186
732,POSITIVE,0.9979832172393799
733,POSITIVE,0.9997565150260925
734,NEGATIVE,0.9910813570022583
735,NEGATIVE,0.9780569672584534
736,NEGATIVE,0.9985132813453674
737,POSITIVE,0.9996925592422485
738,NEGATIVE,0.9992963075637817
739,NEGATIVE,0.9663482308387756
740,NEGATIVE,0.9624447822570801
741,POSITIVE,0.8331230282783508
742,POSITIVE,0.8276693224906921
743,POSITIVE,0.7178664207458496
744,NEGATIVE,0.9970331192016602
745,POSITIVE,0.9997318387031555
746,NEGATIVE,0.9855157136917114
747,NEGATIVE,0.9966309666633606
748,NEGATIVE,0.997244119644165
749,NEGATIVE,0.9889339804649353
750,NEGATIVE,0.9877293109893799
751,NEGATIVE,0.9907237887382507
752,NEGATIVE,0.9988211989402771
753,POSITIVE,0.962721049785614
754,POSITIVE,0.85679692029953
755,POSITIVE,0.9744781255722046
756,NEGATIVE,0.98307204246521
757,NEGATIVE,0.9984616041183472
