Primary ASIN,Product Title,Rating,Global Ratings,Global Reviews,Product URL,Review No.,Variant ASIN,Variant Details,Review URL,Reviewer Name,Reviewer Profile,Review Rating,Reviewed In,Review Date,Review Title,Review Description,Helpful Vote,Verified Purchase
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,11,N/A,N/A,N/A,Chrisjd,N/A,4.0 out of 5 stars,the United Kingdom,"March 26, 2018",N/A,This is smart looking machine that doesn't take up much worktop space. I have made a couple of flat whites using ground coffee already and they were delicious. The frother works well and the coffee is dispensed quickly. Haven't tried all the programming features yet or the coffee pods so can't comment on that. The reason I give 4 stars is because it was supplied with a European 2 pin plug! I had to replace this with a UK plug...I thought it was against the law to supply electrical items in the UK with a European plug?,86 people found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,12,N/A,N/A,N/A,Wicked Kea,N/A,5.0 out of 5 stars,the United Kingdom,"January 27, 2018",N/A,Awesome. Husband very happy with it. Makes a superb espresso and machine looks good with a small kitchen space footprint.Thanks to the teachers who left previous review about having tested this to destruction in their staff room. No better recommendation!,76 people found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,13,N/A,N/A,N/A,M. Z,N/A,1.0 out of 5 stars,Germany,"January 6, 2019",N/A,"Wir haben uns die Maschine mit dem Graefe 800 zum mahlen gekauf aufgrund der positiven Bewertungen die ich nun nich verstehe. Die Maschine baut kein druck mehr auf, auch ein zurücksetzen auf Werkseinstellungen wie beschrieben bringt nichts. Egal ob weniger oder mehr ob feiner oder gröber, kriege keine Kaffee mehr raus. Das einzige was diese Plastikmaschine produziert ist dreck, weil man die halbe Küche versaut wenn man den Siebträger löst.2 Wochen hat sie geahlten. Rate jedem vom kauf ab. Die doppelwandigen Einsätze sind schlecht, der Plastiktamper ist genauso überflüssig wie ein Kaffeepadeinsatz. Wer billig kauft kauft mehrfach:(. Wir werden auf was wertigeres wechseln in der Hoffnung das die mehr kann. Absolut keine Kaufempfehlung.",66 people found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,14,N/A,N/A,N/A,Ben Wales,N/A,1.0 out of 5 stars,the United Kingdom,"March 17, 2019",N/A,Consistently good espresso however the pump has failed on mine after just 15 months of ownership.  Not really De'Longhi Dedica more De'Shortly Dead.,25 people found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,15,N/A,N/A,N/A,Smedlington,N/A,5.0 out of 5 stars,the United Kingdom,"January 18, 2018",N/A,"After breaking my fourth cafetiere I decided it was time to settle for a more permanent solution, which led me to this machine.Attractively priced and a pleasing on the eye. It has a small profile yet has the capacity for plenty of drinks, and my wife and I were easily able to master most drinks within a few attempts.Pros:Has an energy saving mode and can be quickly started up, ready to serve in about 20s.Large capacity drip trayEasy set up andCons:Steam spout is short and too close to the lever that controls it.Components aren't dishwasher safeI'm spending too much money on coffee and milk",17 people found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,16,N/A,N/A,N/A,Vivian,N/A,4.0 out of 5 stars,the United Kingdom,"February 2, 2022",N/A,"Our previously capsule coffee machine was broken, was looking for a replacement without capsules for the environment. Our kitchen is not enormous, so we want a slim functional good quality coffee machine with milk frothing function. This one prop up in the search and we gave it a go. We are very happy with the purchase. It is relatively easy to use. Only takes around 2 min to make a latte.The only reason I took a star off is that you can't really make 2 cups of coffee at a time. If I put 2 scoops of ground coffee in the ""2 cup filter"", it won't fit into the machine... So end up making 1 cup at a time, which takes longer to make 2 cups. Other than that, I am very happy with the machine.",2 people found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,17,N/A,N/A,N/A,DJP135,N/A,2.0 out of 5 stars,the United Kingdom,"October 19, 2018",N/A,"Using this coffee machine has been incredibly difficult as it struggles to push the water through the coffee even though I’m not using a full spoon, I’m not tamping it hard and the coffee is between a fine and coarse grind. Most of the time the coffee only drips through the filter and is very bitter as it’s over extracting. Also, in my opinion, this machine is not pushing out 15 Bar of pressure. I don’t know what 15 bar of pressure looks like, but considering it’s about 7x the pressure of your car tyre I’m not convinced this machine is achieving that! I did order a replacement as I thought the first machine was under powered, but the second is pretty much the same. So all in all, a rather disappointing coffee machine.",11 people found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,18,N/A,N/A,N/A,Sailormoon,N/A,4.0 out of 5 stars,the United Kingdom,"October 17, 2018",N/A,"The machine works really well, but only because I worked out how to use it despite the instruction manual being incorrect and missing out vital information!I’ve just come off the phone to customer services who agreed the manual isn’t right. So here’s the trick: if you’re using either of the filters that are for loose, ground coffee you need to add in the little removable drive-like piece with the black rubber round the outside.If you don’t add this, then the coffee grains will get stuck in the single hole st the bottom of the filter and the machine will stop pumping.Both the manual and the YouTube video don’t tell you this...  In fact the YouTube video on the delonghi website has a man that shows you the filter he uses - and he doesn’t use the drive-like insert.To be honest, the girl at customer services didn’t seem to understand anything I was saying....  and I’m still not convinced this is how they intend you to use the machine. However, customer services agreed it only works with the sieve inserted .... despite manual saying the sieve is for coffee pods.Once you do this the machine produces a pretty decent cup of coffee! I used to have a gaggia classic and have trained as a barista. This machine uses half the amount of coffee as the gaggia and seems to have more pressure to still produce a good quantity of espresso. The machine seems to adjust automatically the brew time in order to pump a specified amount of water though the coffee. This function seems to work well and serves as good feedback: if the brew time gets too long, you know you’ve tamped the coffee too hard.Ps... you won’t fit the full 2 spoons of coffee into the filter if you use the sieve insert....  it takes up too much space. Delonghi need to review this and communicate how they intend this filter to work!",6 people found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,19,N/A,N/A,N/A,Owen Thomas,N/A,5.0 out of 5 stars,the United Kingdom,"December 21, 2021",N/A,"After a long time of wondering whether to get a pod coffee machine or not to bother at all, I decided to refine my search and only search for a barista style coffee machine for a real experience of brewing coffee. I also chose this because of how little waste there is when comparing to a pod coffee machine. I only waste the ground coffee puck but this goes straight into our green bin so no harm at all!The machine is super easy to use. I find that the portafilter is now very smooth after a few weeks of daily use. It was a little stiff at first but with a bit of practice and as the machine gets worn in, it's super easy to use. I live in a hard water area so I invested in a water filter so that I can save the internals from scaling up. This machine did come with some internal cleaner but I'm yet to get to my first full-on descaling.Filling up the water is nice and easy. Frothing the milk for cappuccino is simple and straight forward. I tend to use the Hot Milk function as I'm more of a Latte drinker.I wish this came with a better tamper than the multi-tool one it comes with. I find it hard to press the coffee into the portafilter because of the spoon being on the other end. I've invested in many tools to compliment this machine such as a black milk jug made by Rhinowares. Also, some cleaning brushes to be able to clean the small holes and pipes when doing a clean of the milk steamer.One feature which I am a little underwhelmed with (it doesn't really have any effect on the machine in my opinion) is the cup warming shelf on the top. It gets to be luke warm at the best. You can barely notice the heat from it. If I am pre-heating cups, I just run them under the hot tap. To be honest, I never really do this either...All in all, I'd definitely recommend this machine. It looks great, there's a wide range of accessories you can get direct from Delonghi and it makes a great coffee. I have never been barista trained and I picked it up in a couple of days.",One person found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,20,N/A,N/A,N/A,J T BARRACLOUGH,N/A,1.0 out of 5 stars,the United Kingdom,"March 12, 2019",N/A,"After 3 weeks of great coffee, my machine started pumping water out from its base. I tried descaling (though having used softened water all the time, I thought it would be the fruitless task it proved to be). Amazon suggested I contact Delonghi. I've had a reply from Delonghi basically telling me what's in the troubleshoot section of the manual. I have a 90Mb video of the failed descale process that caused overheat in the boiler due to lack of water supply. I await further reply from Delonghi....",10 people found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,21,N/A,N/A,N/A,Toushar,N/A,4.0 out of 5 stars,the United Kingdom,"May 10, 2020",N/A,"The product fits neatly in the kitchen and does not take a lot of space. It has consistently given me a good cup of espresso every time. The steam spout makes a great cup of Cappuccino as well. The only trouble I face is with the coffee basket and hot water delivery. If you bang the coffee basket even slightly to empty, then the whole filter falls off (and I have to fish it out from the trash can then). Secondly, there is no instrument provided to change the coffee filter which has resulted in chipped nails and pinched skin on quite a few occasions. The hot water spout seems to shoot out hot water like a machine gun splashing it every where! So I never use the hot water function, relying on my sturdy electric kettle.  I also feel DeLonghi can provide a better quality coffee tamper instead of the cheap plastic one.",3 people found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,22,N/A,N/A,N/A,Stefano A,N/A,5.0 out of 5 stars,the United Kingdom,"February 14, 2020",N/A,"The media could not be loaded.
                




   As Italian, I am really happy with this Delonghi coffee machine which I have been watching for so long. It's easy to use and to clean, it makes fantastic and creamy coffee (I personally use Lavazza) and I am very satisfied with the frothing quality of the milk using almond milk which I mix with soya. I love it because it's compact and stylish.",5 people found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,23,N/A,N/A,N/A,Thomas A.,N/A,5.0 out of 5 stars,Germany,"March 8, 2019",N/A,"OK. The devil, as always, is in the details.Get these things right and you will be rewarded with an exceptional expresso, better than 95% of coffee shops. The longevity of the machine I cannot speak for.Here are the details.• experiment with the coffee sort AND roast (“100% arabica” means nothing - in fact for many good espresso coffees you WANT at least some percentage of the robusta bean in there for the crema)• get the grind right for your chosen coffee - too fine and the EC685 will not handle it, the extraction will take too long (coffee drips slowly out) and the double filter is liable to clog• don’t overfill the portafilter basket for the same reason, this machine will NOT manage to push the water through fast enough and it will drip slowly through (too long = bitter)• don’t tamp too hard, for the same reason• if you live in a hard water area, use FILTERED water or buy a filter for the tank, or even better, both.OK that’s it. There is also the factory reset trick if it seems to play up, but I have not had this problem.Good luck and enjoy!",34 people found this helpful,Yes
B06X3Z9MF3,"Delonghi EC685.B DEDICA 15-Bar Pump Espresso Machine Coffee Maker, Black, 220 Volts (Not for USA - European Cord)",4.4 out of 5,4246,1577,https://www.amazon.com/Delonghi-EC685-B-DEDICA-Espresso-Machine/dp/B06X3Z9MF3/ref=cm_cr_arp_d_product_top?ie=UTF8,24,N/A,N/A,N/A,Azriel,N/A,2.0 out of 5 stars,the United Kingdom,"December 17, 2020",N/A,"Works beautifully for a WHILE!Very easy to program with lots of options, it heats coffee well & the steam wand works great - HOWEVER I have unfortunately had to return 2 of these machines as there is a persistent fault with the power button. After a short period of time the catch inside the machine breaks, and the power button no longer remains held in - meaning that the only way to turn the machine on is to manually hold the button down the entire time you are using it.Unfortunately because this has happened to 2 separate machines it seems to be a consistent hardware problem. If you get lucky then it's a fab machine, but if not then you will only get a few months of use out of it.",2 people found this helpful,Yes
