,sequence,labels,scores
20,sorry to hear that sure your comment will be helpful to others though so thanks for leaving it,"['usability', 'not usability', 'video']","[0.60179603099823, 0.22129222750663757, 0.17691166698932648]"
21,the video mention that there are no ristretto option in this machine the coffee machine is actually programmable and you can pre program it to use different quantity of water and milk that is because we all like our coffee differently coffee volume is set at 40 ml espresso by standard but can be programmed to a little a 25 ml ristretto up to 200 ml the range for milk is 30 ml 200 ml also the milk froth can depend on the kind of milk used temperature and even the position of the nozzle refrigerated skimmed or semi skimmed milk is recommended in user guide all in all i think it is a great little machine for someone who doe not have super high standard for coffee but like a bit of special treat,"['video', 'usability', 'not usability']","[0.5167278051376343, 0.4376770555973053, 0.04559517279267311]"
22,cheer for mentioning that it can be programmed for ristretto but wa just meaning it did not have a dedicated button for it a that can be a bit of a bind for people who want to switch easily between ristretto and espresso think the gran lattissima ha both of those button off the top of my head so that could be an option for those who want both and we have a review of that machine on the channel for those who might be interested in it,"['usability', 'not usability', 'video']","[0.5999628901481628, 0.3412455916404724, 0.05879157409071922]"
23,a friend made me a cup of coffee using this machine just this week and i loved it perhaps i am not the coffee connoisseur that some are but i really enjoyed this cup of coffee question though doe this machine steam the milk or merely froth it based on the temperature displayed it merely froth it right i currently have a nespresso machine and separate frother which work great how different is the touch model to the regular machine that cup of coffee did taste different better but maybe i am just imagining this,"['usability', 'video', 'not usability']","[0.8658819198608398, 0.08468777686357498, 0.04943032190203667]"
24,hey gloria i am assuming your question is if the machine us hot milk or cold it doe heat the milk for you when frothing although warm milk is accurate a i would not call it hot d,"['usability', 'not usability', 'video']","[0.5927075743675232, 0.26289358735084534, 0.14439891278743744]"
25,jeremy hipkiss,"['video', 'usability', 'not usability']","[0.5875471234321594, 0.29683271050453186, 0.11562018096446991]"
26,great video i recently bought this machine and wanted to find guide or review that show how to use and your vid answered all that i wanted to know,"['video', 'usability', 'not usability']","[0.8435961604118347, 0.1506420224905014, 0.005761804524809122]"
27,really nice to hear thanks for that,"['usability', 'video', 'not usability']","[0.5630427598953247, 0.34414857625961304, 0.09280870109796524]"
28,really awesome review the demo you guy did wa super informative to help me decide to get one of these or not and even if i do not buy one i am glad i found your chanel you did a great job thanks,"['video', 'usability', 'not usability']","[0.8034449815750122, 0.155123770236969, 0.04143121838569641]"
29,thanks jim glad you found u too and that it wa helpful,"['usability', 'video', 'not usability']","[0.5861493349075317, 0.3619118630886078, 0.05193870887160301]"
30,like this review i bought mine about 6 year ago had not used it for a while so this review saved to trouble of reading the manual love this maker so easy to use ha a good variety of cup size the coffee are delicious the only con is that the coffee is not piping hot perfect for me because i prefer my coffee cooler than most,"['usability', 'video', 'not usability']","[0.8960081338882446, 0.052280228585004807, 0.05171157419681549]"
31,glad it wa helpful and thanks for sharing your thought on the machine,"['usability', 'video', 'not usability']","[0.6119963526725769, 0.363757848739624, 0.024245843291282654]"
32,hi from australia we are on our 3rd latissima and love them i cleaned it after every use we have purchased this model so looking forward to continuing our association with nespresso,"['usability', 'video', 'not usability']","[0.7852796316146851, 0.17936117947101593, 0.03535912558436394]"
33,thanks for sharing and great to hear,"['usability', 'video', 'not usability']","[0.5693565607070923, 0.3860711455345154, 0.04457223787903786]"
34,amazing review totally agree the coffee still not the best but easy to make,"['usability', 'video', 'not usability']","[0.6102306842803955, 0.2600724995136261, 0.1296967715024948]"
35,yeah it is definitely a pro and con decision is not it thanks for sharing,"['usability', 'video', 'not usability']","[0.546552836894989, 0.28950315713882446, 0.16394400596618652]"
36,definitely the water is not hot enough i have to use a pre heated cup and at time put the coffee inside the microwave for 20 second i like hot coffee,"['usability', 'not usability', 'video']","[0.5893490314483643, 0.31816601753234863, 0.09248493611812592]"
37,can you use oat barista milk for example instead of regular milk,"['usability', 'video', 'not usability']","[0.83017897605896, 0.10793081670999527, 0.06189018860459328]"
38,super helpful thanks,"['usability', 'video', 'not usability']","[0.6345387697219849, 0.3228593170642853, 0.04260197654366493]"
39,glad to hear it,"['usability', 'video', 'not usability']","[0.5509949922561646, 0.3940275311470032, 0.05497751012444496]"
40,i have bought it this morning and when i saw this video i became so upset that i went back to them and ask for a refund why it is because i told the seller that i want it for my office and that i am very busy to order a latte from a coffeeshop so how i am a supposed to do all the cleaning a it is mentioned on the notice i do nt have a dishwasher in my office and do not have time to wait for the 30 minute before the cleaning they accepted to take back the lattissima touch and gave a nespresso citiz and milk with a lot of nespresso capsule,"['video', 'not usability', 'usability']","[0.671377420425415, 0.20523075759410858, 0.12339186668395996]"
41,glad you ended up with a machine you are happy with,"['usability', 'video', 'not usability']","[0.5289942026138306, 0.35177087783813477, 0.11923491954803467]"
42,thanks for the review,"['usability', 'video', 'not usability']","[0.5538634061813354, 0.33230021595954895, 0.1138363629579544]"
43,do you like coffee,"['usability', 'video', 'not usability']","[0.5175337791442871, 0.31183987855911255, 0.17062638700008392]"
44,nice,"['usability', 'video', 'not usability']","[0.497881144285202, 0.4560633599758148, 0.046055469661951065]"
45,i discovered a neat trick some people prefer to heat up their cup especially for small one like a ristretto or espresso if you use the milk frother cleaner before making your drink you could use the hot cleaning water to heat up your mug,"['usability', 'video', 'not usability']","[0.8051949143409729, 0.14482645690441132, 0.04997866228222847]"
46,not gon na lie my favourite part of the review wa your accent d great review thanks,"['video', 'usability', 'not usability']","[0.4108758270740509, 0.3993780016899109, 0.1897461861371994]"
47,haha cheer glad it helped,"['usability', 'video', 'not usability']","[0.5685285329818726, 0.3940221965312958, 0.037449244409799576]"
48,thanks for your review it wa the one that made me to get one of my own the essenza mini we already have is now moving to my parent is yacht,"['usability', 'video', 'not usability']","[0.7045302391052246, 0.24519436061382294, 0.05027545243501663]"
49,hi can it make cold coffe,"['usability', 'video', 'not usability']","[0.6379365921020508, 0.25379493832588196, 0.10826844722032547]"
50,hey a2b what wa the size of the latte cup that you used really enjoying the video recently found the channel and learning a lot,"['video', 'usability', 'not usability']","[0.8586843609809875, 0.1291884183883667, 0.012127213180065155]"
51,can you make just a normal coffee with this,"['usability', 'video', 'not usability']","[0.9137066602706909, 0.05008898302912712, 0.036204319447278976]"
52,hi there it make an espresso and a lungo you can also add hot water to the espresso and vice versa to make a long black or americano style drink i personally need about three shot of espresso when mixing with water though to get the flavour i am looking for hope this help a bit,"['usability', 'video', 'not usability']","[0.8596617579460144, 0.1027611717581749, 0.037577103823423386]"
53,hello i am watching you from middle east i buy gran lattissima last week but there is problem on the machine i told them i want lattissima touch they will bring her to me tomorrow i hope i like and no problem on lattissima touch i love see your review and information from you thank you,"['usability', 'video', 'not usability']","[0.47883495688438416, 0.2635432481765747, 0.2576218545436859]"
54,thanks for that and great to hear you got the machine you wanted hope you do not have any issue with it,"['video', 'usability', 'not usability']","[0.490913063287735, 0.44615545868873596, 0.06293146312236786]"
55,how to fix the burnt coffee smell taste,"['video', 'usability', 'not usability']","[0.4463445246219635, 0.4393080770969391, 0.11434736847877502]"
56,which one make the best coffee of this and the nespresso gran lattissima,"['usability', 'video', 'not usability']","[0.7132944464683533, 0.14426200091838837, 0.14244359731674194]"
57,tough question my gut say this one but i will try and film a side by side video soon,"['video', 'usability', 'not usability']","[0.5796600580215454, 0.2842700779438019, 0.13606981933116913]"
58,excellent i wa thinking to purchase this one and this presentation help me,"['video', 'usability', 'not usability']","[0.5811178684234619, 0.4055810272693634, 0.013301089406013489]"
59,i really need you to help me please i just bought one like this machine and i used it once to do latte and did not clean it so i tried to do another cup and it did not work and the bottens are all lit and the milk would not worm up any more i wish u would answer thanks,"['not usability', 'usability', 'video']","[0.5180964469909668, 0.4259520471096039, 0.055951520800590515]"
60,i am afraid this is probably one where it is best to ring nespresso for their advice i would try dismantling the frother and hand washing it in warm soapy water to see if that help though,"['not usability', 'usability', 'video']","[0.5252683758735657, 0.3996090292930603, 0.07512267678976059]"
61,look like coffe what about temperature,"['usability', 'video', 'not usability']","[0.5268227458000183, 0.2746024429798126, 0.19857479631900787]"
62,really good and informative review thanks guy great job,"['usability', 'video', 'not usability']","[0.45325377583503723, 0.44374269247055054, 0.10300354659557343]"
63,i am big fan of this model easy to make lovely coffee in the morning recently i noticed when relase the item capsule go into container approx 10 15 ml of water go into container too tried to clean it but nothing helped any advice please,"['usability', 'video', 'not usability']","[0.8131817579269409, 0.13822755217552185, 0.04859068989753723]"
64,thanks i will,"['usability', 'video', 'not usability']","[0.5030638575553894, 0.41399863362312317, 0.08293748646974564]"
65,hi there probably best to speak to nespresso on that one i am afraid in case there is a fault with the machine if you find an answer then please do share it with u a it may help others with the same issue,"['not usability', 'usability', 'video']","[0.48466962575912476, 0.3031295835971832, 0.21220074594020844]"
66,doe it keep the milk cool,"['usability', 'video', 'not usability']","[0.6711502075195312, 0.24063286185264587, 0.08821692317724228]"
67,a2b production thank you,"['video', 'usability', 'not usability']","[0.7266170382499695, 0.20876388251781464, 0.06461910903453827]"
68,if you mean the milk in the carafe while you are not using it then no you need to put the frother in the refrigerator,"['not usability', 'usability', 'video']","[0.5794167518615723, 0.3763595521450043, 0.04422368109226227]"
69,can you make tea using a capsule with hot non frothed milk using this,"['usability', 'video', 'not usability']","[0.9064880013465881, 0.06903133541345596, 0.024480698630213737]"
70,a2b production thank you,"['video', 'usability', 'not usability']","[0.7266170382499695, 0.20876388251781464, 0.06461910903453827]"
71,hi not really a the machine always froth the milk to some extent,"['usability', 'not usability', 'video']","[0.6948223114013672, 0.20273427665233612, 0.10244335234165192]"
72,doe the fill milk container heat up or just the portion that you use just wondering if excess is still cold and can be returned to the fridge thank you,"['usability', 'video', 'not usability']","[0.8787190318107605, 0.08949480950832367, 0.03178611770272255]"
73,yes the container of milk remains cold and can be popped back into the fridge,"['usability', 'video', 'not usability']","[0.9017626643180847, 0.0734957605600357, 0.024741582572460175]"
74,great review in the froth section if you turn it to the least froth doe it look like a version of hot milk like for hot cocoa aor is it still quite worthy trying to choose from this and the plus,"['usability', 'video', 'not usability']","[0.7233269214630127, 0.1841299682855606, 0.09254316985607147]"
75,thanks glad it helped i would say it is still quite frothy really from what i can remember,"['usability', 'video', 'not usability']","[0.5310559868812561, 0.3603813052177429, 0.1085626631975174]"
76,will u recomend nespresso lattissima one for new beginner like me i love espresso doe it make good one,"['usability', 'video', 'not usability']","[0.8227036595344543, 0.11976506561040878, 0.05753123015165329]"
77,i would say the lattissima one ha been designed for espresso or lungo drinker who just want the option to have an occasional milk based coffee without having to have a separate milk frother on the worktop a for the espresso itself there is plenty of choice in the espresso range on the originalline machine and personally i prefer them to the vertuoline so it will all come down to whether you like the taste of nespresso coffee or not,"['usability', 'video', 'not usability']","[0.7795524597167969, 0.16632524132728577, 0.054122358560562134]"
78,can you but chocolate pod in this too,"['usability', 'video', 'not usability']","[0.6764690279960632, 0.2942541539669037, 0.029276883229613304]"
79,you just pop them in like normal pod and pour an espresso or lungo shot of water through here is a link to the review we did of some in case that help,"['usability', 'video', 'not usability']","[0.7351756691932678, 0.23310586810112, 0.0317184254527092]"
80,a2b production how do they work obviously there no hot chocolate button,"['not usability', 'usability', 'video']","[0.35659247636795044, 0.3364919424057007, 0.3069155514240265]"
81,yes there are compatible hot chocolate pod available for this machine we have reviewed some on the channel actually but nespresso do not make them,"['usability', 'video', 'not usability']","[0.6912556290626526, 0.1835467517375946, 0.125197634100914]"
82,i just bought this machine last weekend and i never tasted such a good coffee if you like a proper italian coffee with a thick foam of milk this machine really doe the job it is very easy to clean and if you put the used capsule out in the litter downstairs the machine stop dripping everything on this machine is great you can easy clean the milk reservoir also put it in the fridge you can instal your size of cup differently so these are no criterion you can choose for so many different tast of coffee so what you want bitter or sweet i think it is terrible most people put so much water with coffee this look and tasted like brown tea to me and ha nothing to do with coffee my only critical point is that for a real cappuccino you need first to put a ristretto and after you put than some foam on the top normally with a spoon so the milk doe not mix with the coffee but this machine doe first the milk than the coffee wel most people will not mind but this is not an cappuccino it doe tast anyhow very nice and also go with illy segrafredo and lavazza capsule which to me are the best coffeebrands in the world,"['usability', 'video', 'not usability']","[0.7163862586021423, 0.14603915810585022, 0.13757462799549103]"
83,thanks for sharing your experience with the machine and glad you have found the right machine for you,"['usability', 'video', 'not usability']","[0.6933411359786987, 0.25457069277763367, 0.05208820104598999]"
84,hey there found this video most helpful a i have this machine and needed some tip on how to use it efficiently i am not completely impressed but it doe the job so i think 6 10 is most fair in your rating,"['video', 'usability', 'not usability']","[0.8005908727645874, 0.15769366919994354, 0.04171544685959816]"
85,glad you agree with the rating and that it helped too,"['video', 'usability', 'not usability']","[0.48951682448387146, 0.3389891982078552, 0.17149394750595093]"
86,i am not sure whether i am doing something wrong but i am following your video and went i press the latte button the right middle it doe the coffee but doe not seem to put much milk in it put le in than a cappuccino do you know if i am doing something wrong,"['video', 'usability', 'not usability']","[0.8499709367752075, 0.1277487576007843, 0.022280273959040642]"
87,hi there could be that the cup size need resetting but also worth checking if the froth dial is turned to the left hand side so it is on the lowest froth level we actually had more milk come out when it wa on that setting if i remember right,"['usability', 'video', 'not usability']","[0.8125151991844177, 0.11477851122617722, 0.07270625978708267]"
88,doe this machine make a cold froth or only hot im aware that the aeroccino make cold foam but can not find anywhere is the latissma one doe,"['usability', 'not usability', 'video']","[0.4841889441013336, 0.437944620847702, 0.07786649465560913]"
89,hi there only hot a far a i am aware,"['video', 'usability', 'not usability']","[0.39438268542289734, 0.3602842092514038, 0.24533307552337646]"
90,thanks for the review can you tell me how many milliliter is the cup you used in the video for making a latte,"['video', 'usability', 'not usability']","[0.8149375915527344, 0.1660749912261963, 0.018987437710165977]"
91,hi there they are the 350ml recipe glass,"['usability', 'video', 'not usability']","[0.8024662733078003, 0.1720343381166458, 0.02549942024052143]"
92,like the machine doe look good but only disappointing is coffee is not very hot other than it is ok,"['not usability', 'usability', 'video']","[0.4841023087501526, 0.36611407995224, 0.14978361129760742]"
93,yeah the coffee could definitely be hotter could not it,"['usability', 'not usability', 'video']","[0.516424298286438, 0.37148937582969666, 0.11208630353212357]"
94,ok so i bought this it arrived yesterday i am struggling i pressed the latte button and it made me a really tiny drink yours made a lovely long latte had you programmed it to the size of your glass i think the factory setting are set at it being tiny,"['usability', 'not usability', 'video']","[0.689792811870575, 0.1604449301958084, 0.14976230263710022]"
95,hi there no i actually did not reset any cup size on this one but yes some of the drink size do seem a little crazy at default level do not they hope you managed to sort the problem out,"['usability', 'not usability', 'video']","[0.4445545971393585, 0.42303237318992615, 0.13241301476955414]"
96,thank you for the video got mine month ago and just used it the manual that came with it wa long and complicated and so at first i regretted my purchase but with your video it simplified it so much so a very big thankyou for posting,"['video', 'usability', 'not usability']","[0.8819200396537781, 0.10619664937257767, 0.011883328668773174]"
97,thanks for that great to hear and really glad it helped,"['usability', 'video', 'not usability']","[0.554287850856781, 0.38357168436050415, 0.06214049831032753]"
98,thanks so much for your review i am buying my first ever coffee machine this week so it is really helpful so torn between this one and the citiz and milk i feel like this one would be better a a first because it look so easy to make but i know you prefer the coffee from the other when you have only ever used a kettle and you want easy to clean and easy to use would you say this one thanks so much,"['usability', 'video', 'not usability']","[0.873405933380127, 0.06748190522193909, 0.05911211669445038]"
99,hi there thanks for that the aeroccinos are really easy to use to be honest so i would not worry too much about that the aeroccino 4 is also dishwasher safe like the frothers on the lattissimas so i guess it just depends which one you prefer after watching them in use,"['usability', 'video', 'not usability']","[0.7856853604316711, 0.18400730192661285, 0.030307341367006302]"
100,please can you always give an indication of the volume dispensed so that we can select the right size of glass for each coffee type also an indiction of he maximum height of glass would be useful,"['usability', 'not usability', 'video']","[0.5384600162506104, 0.2695375978946686, 0.1920023113489151]"
101,the recipe glass i used is 13cm tall so not sure if you can judge that from the video i will be unboxing all my lattissimas again soon to compare them all side by side so will include that measurement on the video when we do,"['video', 'usability', 'not usability']","[0.7713228464126587, 0.18687647581100464, 0.041800692677497864]"
102,mine are 15cm tall costa size so still not sure if the would fit this machine,"['usability', 'not usability', 'video']","[0.4759458899497986, 0.41777029633522034, 0.10628381371498108]"
103,a2b production that you i will look them up,"['video', 'usability', 'not usability']","[0.4749078154563904, 0.4264635741710663, 0.09862860292196274]"
104,hi there sorry we did not include that the cup glass used on the video are from the nespresso view collection in case that help cappuccino cup 180ml and the standard sized recipe glass 350ml,"['video', 'usability', 'not usability']","[0.7935149669647217, 0.16335642337799072, 0.04312863200902939]"
105,i love all your content mate it is been a great help to me trying to pick out a machine i appreciate all the honest review and that you take the time to show u everything i wa tossing up between the essenza mini aerocinno 3 the lavazza desea and finally this one after i realise it kinda combine both those smaller machine into one i think i might just end up sticking with this one for simplicity sake going to out to buy it in the next few day so lmk if you think otherwise based on your experience keep up the awesome content,"['usability', 'video', 'not usability']","[0.470114529132843, 0.43403446674346924, 0.09585093706846237]"
106,cheer mate glad the video have helped i have only reviewed the nespresso machine to date but looking to review a few other brand going forward my honest opinion is that i would rather go for an aeroccino and seperate nespresso machine than a lattissima myself a just think the cappuccino latte taste better a the froth from the aeroccino is more pleasant to drink a make a nicer froth hope this help but if you have other question do let u know,"['video', 'usability', 'not usability']","[0.9298580288887024, 0.06098927929997444, 0.009152687154710293]"
107,hi i just got this a an xmas pressie is this an older nespresso machine they do not even sell it on there website anymore i am thinking of exchanging to a more modern one the lattissima one or the gran lattissima,"['not usability', 'usability', 'video']","[0.7075608372688293, 0.25846314430236816, 0.03397604450583458]"
108,yeah it ha been out for quite a while it is still a popular machine sure it wa on the website last month but may be out of stock now but is certainly different in design to the other two you mentioned hope you get one you are happy with,"['usability', 'not usability', 'video']","[0.665522575378418, 0.19980765879154205, 0.13466982543468475]"
109,thank you i wa actually looking for a good machine and for me one of the important thing in the coffee and i think it is for everybody is the taste but then the tastecoffee decrease the flavor due to an incremental of water coming in the milk that would be not good for me,"['not usability', 'usability', 'video']","[0.4144076704978943, 0.40276679396629333, 0.18282552063465118]"
110,yeah we agree with that taste is the number 1 factor for u too,"['not usability', 'usability', 'video']","[0.36246687173843384, 0.327218621969223, 0.3103145360946655]"
111,frikken ingenious,"['usability', 'video', 'not usability']","[0.6007500886917114, 0.2910792827606201, 0.10817059129476547]"
112,hi what do you think u best to get a gran lattissima or touch my partner and i drink 4 cup each a day,"['usability', 'video', 'not usability']","[0.6903069019317627, 0.22061607241630554, 0.08907703310251236]"
113,a2b production yes the latissima doe seem airy thanks for the advice,"['video', 'usability', 'not usability']","[0.5637308955192566, 0.2855690121650696, 0.1507001668214798]"
114,hi yeah i just prefer the froth of the aeroccino v lattissima a find the lattissimas too airy i had a citiz with attached frother citiz and milk for around 5 year and served me well think it is worth buying new if you can just to have the warranty and to know that nothing is faulty but understand they are not cheap,"['usability', 'video', 'not usability']","[0.554044246673584, 0.3130148649215698, 0.1329408884048462]"
115,a2b production hi sorry to mess about with question but after i posted that last night i wa thinking about the cost of a separate aeroccino and then you said you preferred the coffee in a citiz they sell them on ebay with aeroccinos so maybe opt for one of them together instead of buying separate,"['usability', 'not usability', 'video']","[0.4986124038696289, 0.25746604800224304, 0.24392156302928925]"
116,it is a tough one due to the price difference you could probably survive with the touch but you will have to fill the milk and water up more regularly and also empty the used capsule holder more often my gut say gran lattissima but it is close because of the cost,"['usability', 'not usability', 'video']","[0.67561274766922, 0.23783373832702637, 0.08655352890491486]"
117,hey i just got my machine literally an hour ago and i have a stupid question lol can you use any pod to make any of the drink like can a pod make a latte but then a basic coffee lol help hahaha,"['usability', 'not usability', 'video']","[0.729854166507721, 0.18614642322063446, 0.0839993804693222]"
118,hi so you can get re usable nespresso pod so that you can use any time of coffee bean you like also nestle owns nespresso and nestle is a terrible company that exploit slave labor and unsafe work environment for their slave so i recommend not buying from nestle nespresso if you can avoid it,"['usability', 'video', 'not usability']","[0.9579135179519653, 0.0286214891821146, 0.013465028256177902]"
119,do not apologise i wa reading through these comment to see if anyone had asked so your comment helped me i am away to see the other video now cheer,"['video', 'usability', 'not usability']","[0.6025075912475586, 0.3316190242767334, 0.0658733919262886]"
120,hi there in case it help we do have more video on the channel on how to choose the right nespresso pod but personally would stick with an espresso 40ml pod for a latte with this machine even though i think nespresso recommend a lungo pod on some of the latte recipe on their website when using an aeroccino just about finding a pod intensity or flavour that work for you in fact would stick with an espresso shot for all of the drink on this machine unless you specifically want a lungo hope this help a bit but there are lot more video on the channel,"['video', 'usability', 'not usability']","[0.8822878003120422, 0.10309261828660965, 0.014619596302509308]"
121,to stop the drip just release the pod if you leave the pod in the chamber it is going to drip,"['usability', 'video', 'not usability']","[0.8324903249740601, 0.11227937787771225, 0.05523022636771202]"
122,that would definitely work if you can get into the habit of doing it,"['usability', 'video', 'not usability']","[0.8405784368515015, 0.10719906538724899, 0.05222254619002342]"
123,also you could pull out the drip tray when finished prepping your coffee,"['usability', 'video', 'not usability']","[0.8793224692344666, 0.0868041142821312, 0.033873412758111954]"
124,yeah sadly it still dripped after releasing the pod a little more watery with no pod but still not great with this colour of machine,"['not usability', 'usability', 'video']","[0.7793278098106384, 0.15874114632606506, 0.061931002885103226]"
125,i will be honest that thing look like it belongs in a hospital a some sort of medical device from the 1980 is that being said it look like it it work well,"['usability', 'video', 'not usability']","[0.7984994649887085, 0.16981057822704315, 0.031689923256635666]"
126,maybe because the color i have the silver one and it is very beautiful,"['usability', 'video', 'not usability']","[0.43582722544670105, 0.36972129344940186, 0.19445140659809113]"
127,haha yeah i exactly what you mean it is funny because when we opened it my wife and son had a real debate over whether it wa modern looking or not,"['video', 'usability', 'not usability']","[0.4307199716567993, 0.4239037334918976, 0.1453762948513031]"
128,hi mate a you know i brought one after ur first vids after a month or so with it my only trouble are 1 the first cup is always like warm and not hot and 2 when setting the the cup size i do not know how much coffee and how much milk to use surely that defeat the object of having different option are not the different option just a different ratio of coffee and milk,"['video', 'usability', 'not usability']","[0.4544370472431183, 0.3157534897327423, 0.22980950772762299]"
129,hi mate yeah it would be a lot easier if they set the cup size correct from the start would not it like you say the different cup size are ratio of milk to coffee but also supposed to be different froth level too think nespresso recommend using the lowest froth level for cappuccino and highest for latte macchiato i would also be using the lowest level for a latte but would like an even lower froth level for the latte myself for a cappuccino 1 shot 40ml according to nespresso 100 ml of milk seems to work when using an aeroccino and barista recipe maker and the nespresso cappuccino cup are 180ml if that help to gauge thing a bit the latte latte macchiato recipe glass are 350 ml suppose trial and error and finding what taste best to you is the best way to go about it but completely agree they should set it right to start with and more info given a to what froth level to use for each drink can not remember if it say it in the manual though totally agree with what you say about the heat too cheer for dropping back on to give your experience,"['usability', 'video', 'not usability']","[0.7128040194511414, 0.1870613843202591, 0.10013461858034134]"
130,i am thinking of buying this one or the citiz amp milk which one you think is better,"['usability', 'video', 'not usability']","[0.6087551712989807, 0.23996645212173462, 0.15127840638160706]"
131,i personally would go for the citiz and milk a prefer the froth consistency and think they are more reliable long term,"['usability', 'video', 'not usability']","[0.662053108215332, 0.21963053941726685, 0.11831634491682053]"
132,good video i have the red version of this which i have not seen anywhere else it may be a limited edition the milk frother is temperamental mine ha completely failed now getting a new one tomorrow,"['video', 'usability', 'not usability']","[0.8934327960014343, 0.09083600342273712, 0.0157312098890543]"
133,yeah that seems to be the common complaint with lattissimas sadly doe not it a broken frother that or have heard they can tend to get stuck in descaling mode will try and google your red machine a sound interesting,"['not usability', 'usability', 'video']","[0.45371827483177185, 0.35477688908576965, 0.19150479137897491]"
134,how would you rate this compared to the atelier i got mine back from repair a few day ago and after getting used to the quality of the barista maker the atelier cappuccino tasted disgusting not sure if there is still a fault with the machine or whatnot but i ask this a i am wondering if it is better quality just for a basic and quick cappuccino,"['not usability', 'usability', 'video']","[0.6848135590553284, 0.26172327995300293, 0.05346312373876572]"
