,sequence,labels,scores
10,whats the best position dial for the coffee grinder,"['usability', 'video', 'not usability']","[0.8566694259643555, 0.11162041872739792, 0.03171010687947273]"
11,love the machine too for all it feature ease of use water filler bean filler is excellent a you are not refilling after every couple of cup the frother is a dream no nozzle pop off and last but not least easy disassembly for cleaning true it is noisy dare say loud but the biggest con is that it doe not make very hot coffee or at least i do not see where the water temp is adjustable to make it hotter despite the you tube vids that show it not happening on my model esam 3300 big con when i add me half and half to me coffee it is lukewarm real bummer,"['usability', 'video', 'not usability']","[0.5872936844825745, 0.22189059853553772, 0.19081562757492065]"
12,any advice about whether i should buy gaggia brera espresso machine or delonghi magnifica esam 3300 or esam04110s,"['usability', 'not usability', 'video']","[0.7063208222389221, 0.16550657153129578, 0.1281726062297821]"
13,thanks again gail,"['video', 'usability', 'not usability']","[0.4696565568447113, 0.4396078586578369, 0.09073556959629059]"
14,picked this up for 13dollar at a thrift store it wa dirty and had seen some use but a little maintenance and it started right up just needed a descaling and some elbow grease i will probably replace the o ring and the snapped steam knob next d easy fix great result,"['usability', 'video', 'not usability']","[0.8965214490890503, 0.07803792506456375, 0.02544061839580536]"
15,ahh no oily dark roast bean that is a deal killer,"['not usability', 'usability', 'video']","[0.6747304797172546, 0.19098412990570068, 0.13428544998168945]"
16,you do not want to wake dababy,"['usability', 'video', 'not usability']","[0.5929278135299683, 0.2254963368177414, 0.18157580494880676]"
17,just received my coffee machine and the coffee is terribly sour what do you how to adjust it i tried different grinding scale,"['not usability', 'usability', 'video']","[0.48887017369270325, 0.4243720769882202, 0.08675781637430191]"
18,we have this machine in the office and so far i have figured out that the coffee bean dial go from 7g to 14g of coffee min to max and i set the water volume so that i get around 20 of extraction time one dot to the left of centre for the bean that we are using it give a good result,"['usability', 'video', 'not usability']","[0.9089258313179016, 0.06965682655572891, 0.02141733095049858]"
19,the water volume switch in my refurb unit never seemed to work unfortunately any tip on how to get it to work,"['not usability', 'usability', 'video']","[0.5139428377151489, 0.3814568817615509, 0.10460029542446136]"
20,hey i have like the machine i want ask you what is the mill number please,"['usability', 'video', 'not usability']","[0.8087559938430786, 0.17076703906059265, 0.020477069541811943]"
21,your review helped u decide on the delonghi esam3300 just purchased this machine via amazon priced nicely unfortunately y all were out of stock looking forward to setting it up and using some home roast for espresso,"['usability', 'video', 'not usability']","[0.8005510568618774, 0.14779110252857208, 0.05165780708193779]"
22,so if i want half decaffe like i get in my starbucks double shot on ice 5shots drink this would be a good machine since you can put ground coffee in the other side,"['usability', 'video', 'not usability']","[0.8960540890693665, 0.08446596562862396, 0.019479945302009583]"
23,thank you for this tutorial i wa struggling to make capuccino jus got the machine yesterday but now i see it is pretty straightforward i do not want to make art i just want my foam with my coffee by the way the taste is pretty good must be the bean i am in mexico,"['usability', 'video', 'not usability']","[0.7243086695671082, 0.19982051849365234, 0.07587084174156189]"
24,in 2020 today i buy that,"['usability', 'video', 'not usability']","[0.47579196095466614, 0.2870592772960663, 0.23714876174926758]"
25,would anyone recommend this over her 2019 recommendation would seattle gear say that those 2019 recommendation are better those 2019 one seem to be in the same price range,"['not usability', 'usability', 'video']","[0.5128389596939087, 0.3018132448196411, 0.1853477656841278]"
26,i want a super automatic but i prefer bean that are oily what to do,"['usability', 'not usability', 'video']","[0.5168576836585999, 0.30025801062583923, 0.1828843057155609]"
27,would you prefer this one or the breville barista express espresso i know they are not comparable straight across but i am between those two,"['usability', 'not usability', 'video']","[0.6599962711334229, 0.19259831309318542, 0.14740540087223053]"
28,dearsarahhhh i have not yet haha,"['not usability', 'usability', 'video']","[0.4279347360134125, 0.30185699462890625, 0.2702082693576813]"
29,tim jon what did you end up getting,"['video', 'not usability', 'usability']","[0.40238550305366516, 0.3093433380126953, 0.2882711589336395]"
30,looking for a machine that i can make espresso or coffee should i go with the delonghi esam 3300 or the breville barista express which is better,"['usability', 'not usability', 'video']","[0.8344316482543945, 0.0872335359454155, 0.07833481580018997]"
31,good review but the camera keep focusing on you rather than the product and it is annoying,"['video', 'not usability', 'usability']","[0.7009723782539368, 0.15915273129940033, 0.13987484574317932]"
32,what grinder setting do you use on automatic delonghi thank you,"['usability', 'video', 'not usability']","[0.7255646586418152, 0.19715026021003723, 0.07728512585163116]"
33,mine broken help i think it in the water pump is the problem,"['not usability', 'usability', 'video']","[0.7345811128616333, 0.150241419672966, 0.11517737060785294]"
34,if you press the 2 cup button is the result more watered down than the 1 cup setting meaning i need to make the coffee setting stronger if i am brewing 2 cup,"['not usability', 'usability', 'video']","[0.45700907707214355, 0.41629496216773987, 0.126695916056633]"
35,there no foam how can you make a starbucks quality cappucino with that,"['not usability', 'usability', 'video']","[0.5384643077850342, 0.4102960526943207, 0.051239609718322754]"
36,lol,"['video', 'usability', 'not usability']","[0.4413546621799469, 0.28128257393836975, 0.2773627042770386]"
37,i just got this machine for my birthday this year 2019 i just love it so simple and convenient to make multiple latte for guest is fast and easy i highly recommend this machine,"['usability', 'video', 'not usability']","[0.919366717338562, 0.06801939755678177, 0.012613801285624504]"
38,dad sent me this a a gift it is pretty much the greatest thing he is ever done for me,"['usability', 'video', 'not usability']","[0.7169144153594971, 0.19178199768066406, 0.09130359441041946]"
39,i have had mine for over a year great product i lost the tip to the steamer contacted the mfg and for a small charge dollar30 the sent them out received within in 2 week great review thanks,"['usability', 'video', 'not usability']","[0.7843436002731323, 0.15554878115653992, 0.06010755896568298]"
40,she doing good i loved,"['video', 'usability', 'not usability']","[0.5248487591743469, 0.42854276299476624, 0.04660845547914505]"
41,thank you this helped me to make a decision on a new coffee machine,"['usability', 'video', 'not usability']","[0.7550410628318787, 0.21910236775875092, 0.02585652656853199]"
42,which one is better this one or breville bes870,"['usability', 'video', 'not usability']","[0.4804196357727051, 0.3020329475402832, 0.2175474315881729]"
43,great review wonderful delivery this really helped me get it so much more than reading about it thanks so much,"['usability', 'video', 'not usability']","[0.6230873465538025, 0.33735817670822144, 0.03955451771616936]"
44,i do not like that the plastic bit contact food casing sure food no,"['not usability', 'usability', 'video']","[0.7192599773406982, 0.169854074716568, 0.11088593304157257]"
45,your review is great just got this and am loving it kudos to seattle coffee gear,"['usability', 'video', 'not usability']","[0.71555495262146, 0.25614485144615173, 0.028300192207098007]"
46,hi just recieved this yesterday trying to figure out how to make a good shot of espresso with crema using starbucks espresso roast already ground should i have the store grind it for me at an espresso setting or is it fine to buy foreground or buy bean and use the fresh grind side lastly which setting are good for good crema i usually just want 2 shot please and thanks,"['usability', 'not usability', 'video']","[0.8130693435668945, 0.1076388955116272, 0.07929172366857529]"
47,preground,"['video', 'usability', 'not usability']","[0.706895649433136, 0.26048600673675537, 0.03261836618185043]"
48,thank you for the review it wa very helpful to get me started i am using lavazza super crema in my new magnifica 3300 it taste great until the last sip which is bitter sour should i treat it like my beer and just throw the last sip out or is there something i can do to make it good to the last drop,"['usability', 'not usability', 'video']","[0.7884073853492737, 0.11708837002515793, 0.09450417757034302]"
49,hi jeanette lavazza super crema tends to taste that i dunno why though but i just go with it and that part really hit me to stay awake haha but the aroma of it is so darn good,"['usability', 'video', 'not usability']","[0.6434141993522644, 0.25050774216651917, 0.10607802867889404]"
50,have you reviewed the delonghi esam 4110s i have searched and searched but can not find a review like your others,"['not usability', 'usability', 'video']","[0.4744987189769745, 0.3627685606479645, 0.16273266077041626]"
51,ha anyone ever had this problem my espresso shot come out in drop rather than in a stream i have tried adjusting the left knob amount but it still come out in drop,"['usability', 'not usability', 'video']","[0.6379976272583008, 0.29010242223739624, 0.07189986109733582]"
52,adjust the grinder you may have it set too fine for your bean,"['usability', 'not usability', 'video']","[0.535888671875, 0.40224581956863403, 0.06186555325984955]"
53,delonghi magnifica esam 3300 or perfecta esam 5400,"['usability', 'video', 'not usability']","[0.6422621607780457, 0.2808070182800293, 0.07693080604076385]"
54,what setting are suggested to get a creamy espresso have had mine for a day and realize for optimal result the grinder should be on 2 3 with minimal water and maximum coffee dispersion this typical for most super auto,"['usability', 'video', 'not usability']","[0.7482732534408569, 0.17445921897888184, 0.07726757973432541]"
55,awesome let u know if any issue come up,"['video', 'usability', 'not usability']","[0.6851823925971985, 0.17813751101493835, 0.13668006658554077]"
56,thanks so much for the quick reply i purchased a corsica from la colombe not too oily a recommended taste great did not initially realize the machine break in during the first 5 7 espresso getting better each make,"['usability', 'not usability', 'video']","[0.7846468687057495, 0.11294100433588028, 0.10241209715604782]"
57,it sound like you have got it pretty dialed in what bean are you using how old are they,"['usability', 'video', 'not usability']","[0.6191428899765015, 0.3531430661678314, 0.027714086696505547]"
58,i bought an esam 3300 based largely on this review and i have to say it is just a described a great little machine for the money it is easy to use and make a solid cup of coffee a nice purchase for anyone who doe not have the cash to spend on a super deluxe model but would like something a bit more user friendly than those express type machine,"['usability', 'video', 'not usability']","[0.899631679058075, 0.07591021806001663, 0.02445812150835991]"
59,this is the kind of news we like to hear on a monday happy it worked out,"['usability', 'video', 'not usability']","[0.599456250667572, 0.29674452543258667, 0.10379921644926071]"
60,that is a pretty nice machine still made in italy i do not know,"['usability', 'video', 'not usability']","[0.845086932182312, 0.12024843692779541, 0.034664589911699295]"
61,designed probably made for sure not,"['not usability', 'usability', 'video']","[0.44174057245254517, 0.30321604013442993, 0.25504347681999207]"
62,adjustable wrench k,"['usability', 'video', 'not usability']","[0.8738285899162292, 0.09620115906000137, 0.02997022308409214]"
63,adjustable wrench romania on my box,"['usability', 'video', 'not usability']","[0.836749255657196, 0.1323087215423584, 0.030942073091864586]"
64,gail scg team thanks for your great video i purchased this machine a few week ago and love it is it possible to add a water filter to the tank if not can i put one in anyway and let it float in the tank,"['video', 'usability', 'not usability']","[0.7178420424461365, 0.27203577756881714, 0.010122155770659447]"
65,aiman b wait no it doe not that is one drawback of this model is no internal filter so you have to use filtered bottled water to reduce the descaling frequency i tried using the water from my fridge which ha a built in filter and it is very soft by their meter which is great,"['not usability', 'usability', 'video']","[0.7049442529678345, 0.2420978844165802, 0.052957821637392044]"
66,did not realize that thanks,"['usability', 'video', 'not usability']","[0.4872737526893616, 0.25810980796813965, 0.2546164095401764]"
67,it ha a water filter inside the unit,"['usability', 'video', 'not usability']","[0.7954747676849365, 0.16316695511341095, 0.0413583479821682]"
68,in the 12 year of my latte enjoying experience i have owned 3 super automatic one saeco incan noto which wa complete junk two delonghi a 3400 and a magnifica compact the 3400 lasted 6 year with a plethora of use and my magnifica is going strong for 4 year do yourselves a favor go with a delonghi they are italian espresso workhorse,"['usability', 'not usability', 'video']","[0.7002933621406555, 0.23301948606967926, 0.0666872188448906]"
69,gale what coffee and grind setting do u recommend,"['usability', 'video', 'not usability']","[0.4726399779319763, 0.41733431816101074, 0.11002577841281891]"
70,doe bunny still work at seattle coffee gear,"['usability', 'video', 'not usability']","[0.4282108545303345, 0.3075355589389801, 0.26425355672836304]"
71,great video like all your video i just bought myself a newer version of this machine the esam4200 a quick question what would you suggest for the grinder number and coffee amount combination to get a good espresso with medium roast coffee bean,"['video', 'usability', 'not usability']","[0.9096877574920654, 0.0852108895778656, 0.00510132173076272]"
72,that is not a newer version it is just the version that use for 220 240v electrical system instead of the 110v in the u,"['not usability', 'usability', 'video']","[0.6431517004966736, 0.3067174255847931, 0.05013086274266243]"
73,let be honest shall we in the word of ispinal tap on a scale of 1 to 10 i go 11 in other word i crank up the maximum amount of coffee to be ground for i enjoy the flavor i have been using lavazza brand whole bean coffee for it is a much drier bean and will not clog jam up the feed system both seattle coffee and whole latte love offer great deal on lavazza whole bean coffee happy latte,"['usability', 'video', 'not usability']","[0.7240012884140015, 0.15373094379901886, 0.12226773053407669]"
74,i do have it amazing coffee machine at the moment the grind is on number 3 coffee amount is on max and play around with cup size what setting are you using,"['usability', 'video', 'not usability']","[0.8593337535858154, 0.11697620898485184, 0.023690039291977882]"
75,do u still have the machine what grind setting and ever thing else setting do u use,"['usability', 'video', 'not usability']","[0.8661978244781494, 0.07954709976911545, 0.05425503849983215]"
76,ordered a refurbed one on the black friday sale come tomorrow can not wait,"['usability', 'video', 'not usability']","[0.6492826342582703, 0.25426000356674194, 0.09645730257034302]"
77,woohoo,"['video', 'usability', 'not usability']","[0.5692829489707947, 0.35669901967048645, 0.07401812076568604]"
78,is this machine good for an office of 8 people,"['usability', 'video', 'not usability']","[0.900640606880188, 0.050536952912807465, 0.04882251098752022]"
79,it is been good for an office of 15 for a few year now,"['usability', 'video', 'not usability']","[0.7184985280036926, 0.24413947761058807, 0.03736203536391258]"
80,bought a refurbed unit about a year ago still rocking my sock best coffee i have ever had at home and my guest love it,"['usability', 'video', 'not usability']","[0.823671817779541, 0.13293424248695374, 0.04339394345879555]"
81,anytime,"['usability', 'video', 'not usability']","[0.5295827984809875, 0.3634527325630188, 0.10696455091238022]"
82,love this thanks for sharing d can we come over hehe,"['usability', 'video', 'not usability']","[0.6697604060173035, 0.31441789865493774, 0.01582176983356476]"
83,hi gail thank you for your helpful review vids i have decided to get a coffee machine but am crushed between ascaso dream collection and delonghi 3300 ascaso cuz it is beautiful and unique and delonghi for it convenient super automatic feature i got ta admit that i have not made coffee by myself before but enjoys a glass or two throughout the day so i am worried that i may not be able to make a good coffee with ascaso espresso machine but the design of it keep dragging me back to it what would you do if you were in my shoe thanks so much for reading my comment,"['video', 'usability', 'not usability']","[0.4993796944618225, 0.39688700437545776, 0.10373328626155853]"
84,jj s which machine did you go with of the two,"['usability', 'video', 'not usability']","[0.5094907879829407, 0.34786826372146606, 0.14264091849327087]"
85,seattle coffee gear thanks for the reply i usually drink americano and occasionally espresso,"['usability', 'video', 'not usability']","[0.6043676137924194, 0.23486445844173431, 0.16076794266700745]"
86,hello if you go for the ascaso do not forget about a grinder the delonghi will certainly make this task earlier is espresso what you like to drink,"['usability', 'video', 'not usability']","[0.6981306672096252, 0.1942361295223236, 0.10763327032327652]"
87,so i just got this refurbished unit from you guy i had a manual delonghi and typically did a double shot and made an americano what setting would you recommend i start out with to achieve a decent shot using illy medium roast bean,"['usability', 'video', 'not usability']","[0.6562820076942444, 0.28069305419921875, 0.06302499771118164]"
88,not a huge fan of the styling design of this one but i love love love that the water reservoir slide out from the front,"['not usability', 'usability', 'video']","[0.4698183536529541, 0.2699113190174103, 0.2602703869342804]"
89,nthnmc easy access for sure thanks for watching,"['video', 'usability', 'not usability']","[0.559499979019165, 0.4287835955619812, 0.011716491542756557]"
90,i currently own a esam 3300 that i found in great condition on craigslist for dollar70 great machine i love everything about it just be careful with the steam dial it take some force to turn and i have heard some people say theirs ha broken off,"['usability', 'video', 'not usability']","[0.8784634470939636, 0.06694168597459793, 0.054594967514276505]"
91,joshua rhoads excellent glad you are enjoying your machine thanks for sharing your experience,"['usability', 'video', 'not usability']","[0.5925542116165161, 0.37811586260795593, 0.029330002143979073]"
92,can not be a loud a a grinta,"['not usability', 'usability', 'video']","[0.7476794123649597, 0.15650194883346558, 0.09581861644983292]"
93,new video every day subscribe over 100 crew review watch visit u online thanks for watching all our video folk you are the best,"['video', 'usability', 'not usability']","[0.8532495498657227, 0.12280150502920151, 0.0239489134401083]"
94,great to see another super automatic review i have missed them,"['video', 'usability', 'not usability']","[0.480012446641922, 0.321564644575119, 0.19842290878295898]"
95,one con i can see at least for my taste is how it look generally i like the look of saeco and jura more than delonghi but this one is just not sexy at all the cheaper jura model that do just coffee like ena micro 1 are more sexy than this one,"['not usability', 'usability', 'video']","[0.7838103771209717, 0.1535862535238266, 0.06260339170694351]"
96,i really love coffee and taking serious coffee preparation thanks for these useful information like,"['usability', 'video', 'not usability']","[0.9049549102783203, 0.07363627105951309, 0.021408863365650177]"
97,if you need hot water for a long coffee you do not need a kettle you can simply turn the knob without pressing the steam button,"['usability', 'video', 'not usability']","[0.9035434126853943, 0.059670962393283844, 0.03678558021783829]"
98,true,"['usability', 'video', 'not usability']","[0.4438594579696655, 0.4220536947250366, 0.13408690690994263]"
99,cringe sein urgro vater,"['not usability', 'video', 'usability']","[0.6100587248802185, 0.21260054409503937, 0.17734067142009735]"
100,so annoying,"['not usability', 'video', 'usability']","[0.8373910784721375, 0.10130639374256134, 0.061302512884140015]"
101,i t is not full otomatic right semi oto,"['not usability', 'usability', 'video']","[0.90168696641922, 0.06689104437828064, 0.03142207860946655]"
102,hi my coffee machine eco button lighting what program is it thanks,"['usability', 'video', 'not usability']","[0.7196795344352722, 0.25003764033317566, 0.030282774940133095]"
103,r u an x porn star your narration doe not suit the subject,"['not usability', 'video', 'usability']","[0.7474793791770935, 0.20057296752929688, 0.0519477017223835]"
104,did not like the voice over had to speed it up to 1 5x to make it bearable,"['not usability', 'video', 'usability']","[0.4966956377029419, 0.3335699439048767, 0.1697344332933426]"
105,it wa horrible,"['not usability', 'video', 'usability']","[0.9057571887969971, 0.06411794573068619, 0.030124889686703682]"
106,please how to turn off flash foam with the start of operation it work thanks,"['usability', 'video', 'not usability']","[0.8039870858192444, 0.13778306543827057, 0.05822979658842087]"
107,i am from kuwait thanks for this wonderful explanation,"['usability', 'video', 'not usability']","[0.5255149602890015, 0.38328713178634644, 0.0911979079246521]"
108,thank you so much,"['usability', 'video', 'not usability']","[0.48830583691596985, 0.4165315628051758, 0.09516260772943497]"
109,thank you for review however this voice sound like you have been talking to some retarded audience,"['not usability', 'video', 'usability']","[0.7972613573074341, 0.11233004927635193, 0.09040858596563339]"
110,thank you,"['usability', 'video', 'not usability']","[0.5334405303001404, 0.3928794264793396, 0.07368001341819763]"
111,yeahhh boy,"['video', 'usability', 'not usability']","[0.5643243789672852, 0.3500281572341919, 0.08564747124910355]"
112,your voice is so annoying,"['not usability', 'video', 'usability']","[0.7092645168304443, 0.1664968580007553, 0.12423856556415558]"
113,doe it make cappuccino,"['usability', 'video', 'not usability']","[0.6633111834526062, 0.23057718575000763, 0.10611163079738617]"
114,yes indeed,"['video', 'usability', 'not usability']","[0.570809006690979, 0.3445446193218231, 0.08464637398719788]"
115,thank you,"['usability', 'video', 'not usability']","[0.5334405303001404, 0.3928794264793396, 0.07368001341819763]"
116,probably the most stupid howto on youtube,"['video', 'not usability', 'usability']","[0.6752194166183472, 0.31131047010421753, 0.013470125384628773]"
117,nope,"['not usability', 'video', 'usability']","[0.8349253535270691, 0.0887276753783226, 0.0763469710946083]"
118,cool review nice change from the usual,"['usability', 'video', 'not usability']","[0.43872347474098206, 0.3533455431461334, 0.20793099701404572]"
119,is this porn,"['not usability', 'video', 'usability']","[0.6117870807647705, 0.35869869589805603, 0.02951415814459324]"
120,hahaha,"['video', 'usability', 'not usability']","[0.5979831218719482, 0.2968844473361969, 0.10513242334127426]"
121,i liked the creamy texture of your coffee so please could you share your grinding number in the machine mine is 2 and sometimes 3 but the cream is not that a i want and thanks for your nice video,"['video', 'usability', 'not usability']","[0.8557243943214417, 0.12955088913440704, 0.014724746346473694]"
122,i love it,"['video', 'usability', 'not usability']","[0.5985800623893738, 0.3781975209712982, 0.023222411051392555]"
123,talk normally next time thanks for the review anyway,"['not usability', 'usability', 'video']","[0.44342097640037537, 0.3342786729335785, 0.22230035066604614]"
124,how do you that is not his normal great vid cheer mate very funny,"['video', 'not usability', 'usability']","[0.6270065307617188, 0.2283443659543991, 0.14464916288852692]"
125,it meant to be fun i laughed the whole time enjoy life,"['video', 'usability', 'not usability']","[0.5667125582695007, 0.3427007794380188, 0.09058661758899689]"
126,yah you sound like the hat from harry potter,"['video', 'not usability', 'usability']","[0.38995346426963806, 0.31120702624320984, 0.2988394796848297]"
127,it like watching porn,"['not usability', 'video', 'usability']","[0.5496290922164917, 0.41805499792099, 0.03231590986251831]"
128,why are you talking like that,"['not usability', 'video', 'usability']","[0.8483911752700806, 0.08879993110895157, 0.06280893832445145]"
129,hahaha,"['video', 'usability', 'not usability']","[0.5979831218719482, 0.2968844473361969, 0.10513242334127426]"
130,disgusting voice,"['not usability', 'video', 'usability']","[0.88432776927948, 0.0757254883646965, 0.0399467907845974]"
131,pduesp lol no i found it pretty hilarious thanks for the video now i know what this coffee machine thanks,"['video', 'usability', 'not usability']","[0.8795492649078369, 0.10532139241695404, 0.015129384584724903]"
132,pretty good review apart from the really annoying background music,"['video', 'usability', 'not usability']","[0.4887404143810272, 0.25942328572273254, 0.251836359500885]"
133,i love this machine so good,"['usability', 'video', 'not usability']","[0.7809474468231201, 0.20529769361019135, 0.013754877261817455]"
134,this model lack the main switch right,"['not usability', 'usability', 'video']","[0.8698030114173889, 0.09699195623397827, 0.03320502117276192]"
135,hey kev i appreciate the review there is not many of bean to cup machine that mete mortal can afford on youtube haha do you know how this unit compare to the ecam250 the dual mode steam wand on that seems appealing using the steam wand without the sheath on my old unit ended up causing some damage hence looking for a new one,"['video', 'usability', 'not usability']","[0.7242305278778076, 0.23235659301280975, 0.043412890285253525]"
136,why this kind of music tooooo high,"['not usability', 'video', 'usability']","[0.7867333292961121, 0.1492573618888855, 0.06400933861732483]"
137,how is espresso compared to premium brand machine like jura is it big difference,"['usability', 'video', 'not usability']","[0.7587233185768127, 0.16419287025928497, 0.07708383351564407]"
138,in my humble opinion it would take someone with an amazing palate to be able to detect much difference in shot quality from one bean to cup coffee machine to another especially when we are talking about domestic bean to cup machine and not the far more expensive commercial machine when it come to the espresso side of thing they all use a brewing unit and an integrated grinder usually with very limited adjustment when you pay more for a home bean to cup machine you are usually paying for additional feature not improved espresso quality cheer,"['usability', 'not usability', 'video']","[0.4511643052101135, 0.418751984834671, 0.13008373975753784]"
139,thanks for the video a the written instruction are not great the coffee is not hot enough for me is there a trick to increase the heat,"['not usability', 'video', 'usability']","[0.518405556678772, 0.4027290940284729, 0.07886533439159393]"
140,hi john re the coffee you are talking about the temp of espresso you can try upping the brew temp,"['usability', 'video', 'not usability']","[0.6065898537635803, 0.27243855595588684, 0.12097160518169403]"
141,just fucking dry the fucking spent ground puck and fucking weigh them,"['usability', 'video', 'not usability']","[0.7664834260940552, 0.13057124614715576, 0.10294532030820847]"
142,quit the fuckn acting,"['not usability', 'video', 'usability']","[0.8221898674964905, 0.12044721841812134, 0.05736289173364639]"
143,the music kill me,"['video', 'not usability', 'usability']","[0.5227623581886292, 0.36807137727737427, 0.10916624218225479]"
144,yeah it is not a great choice in hindsight cheer,"['not usability', 'usability', 'video']","[0.8789541721343994, 0.07796616852283478, 0.04307961463928223]"
145,hey i bought a magnifica s used on the internet here in sweden the owner had used the machine a few time and wa not happy with the result and put it back in the original box and sold it after a month i myself like espresso and latte and therefore over the year had several full manual and semi automatic espresso machine the latest purchase wa a bambino plus sage breville for my daughter doe not like brewed coffee and thought she could fix breakfast coffee herself with the bambino when i no longer had the opportunity to make coffee for her because we got up at different time in the morning it did not work for her despite the semi automatic bambino wa very easy to use i thought that is why i bought the almost fully automatic magnifica s it went well for her i became curious about how well you could set the right coffee grinding and amount of water so i used a whole afternoon to regulate the mill amount of water and the slider for intensity i think it regulates the amount that may need to be adjusted depending on the type of coffee you use and how coarse or fine the grinding is to improve the coffee and wa quite surprised at how much better it could be today i also use the machine every day when i am in a hurry and use the others when i have more time ok it doe not make barista made coffee but the result is very good for such a cheap machine i paid 100 dollar for a almost new maskin,"['usability', 'not usability', 'video']","[0.7315638065338135, 0.1621437966823578, 0.1062924787402153]"
146,just bought this machine and this video wa really helpful thanks,"['video', 'usability', 'not usability']","[0.8383808732032776, 0.15723279118537903, 0.004386287648230791]"
147,i did not bother rinsing anything actually just ran a couple of cycle of hot water through and steamed the wand,"['usability', 'video', 'not usability']","[0.649689257144928, 0.1785062998533249, 0.17180439829826355]"
148,i have the same machine steaming is my problem removing the outer wand i tried but then the inner one pop out for the rest i like the coffee,"['usability', 'not usability', 'video']","[0.5827906131744385, 0.31817764043807983, 0.09903179854154587]"
149,use a black cable tie solves it,"['usability', 'video', 'not usability']","[0.8403505086898804, 0.12135825306177139, 0.03829128295183182]"
150,i picked up one today and wa really intimidated by it but have been watching you and others and think i will be ok with it the background music is annoying and really unnecessary quite off putting but the video wa informative thank you,"['video', 'usability', 'not usability']","[0.8707857131958008, 0.08443959802389145, 0.04477467015385628]"
151,just got this coffee machine for christmas now to find a coffee bean that i will enjoy any tip for a decent strength coffee not too bitter thank you for the tip,"['usability', 'video', 'not usability']","[0.7170590758323669, 0.15779919922351837, 0.1251417100429535]"
152,hi i have the same machine but i want to make cappuccino but i do not know what coffee bean to use and the volume of the milk hope you can help me with this thanks for the video it wa insightful especially for me who is a newbie when it come to coffee making,"['video', 'usability', 'not usability']","[0.842252254486084, 0.12901544570922852, 0.028732284903526306]"
153,view of this v a brera,"['video', 'usability', 'not usability']","[0.8319656252861023, 0.11638298630714417, 0.051651354879140854]"
154,dear robert a you expressed desire to see the critique rather in comment than a dislike i will elaborate i already placed a comment under another video about gaggia and after i just removed it and thought of walk away just before i get across this review first thing guy like me wan na see is the time of espresso extraction max bean lowest water smallest grain on grinder a timer and a tared scale with a cup original sound so we can hear how long grinder work how long it take to make 30 ml of espresso max bean weight we get from product spreadsheet and we all set i assume there are not many of such people but if there are some this is might be a source of dislike if you have any gl,"['not usability', 'video', 'usability']","[0.41054660081863403, 0.3709537088871002, 0.21849969029426575]"
155,could you maby show in detail how to froth steam the milk i can not get mine to do it properly tank an good video,"['video', 'usability', 'not usability']","[0.6804632544517517, 0.165610671043396, 0.1539260447025299]"
156,i faced the same problem can not get enough foam,"['usability', 'video', 'not usability']","[0.6662523746490479, 0.17321579158306122, 0.16053177416324615]"
157,thanks for this kev same name just letting you know i have bought the machine because of your awesome review unboxing and setup here cheer mate you have got a sub,"['usability', 'video', 'not usability']","[0.6959728598594666, 0.28007474541664124, 0.023952392861247063]"
