,sequence,labels,scores
13,hi i have a delonghi primadona with position did you use on the grounding for the the coffe,"['usability', 'video', 'not usability']","[0.5630577802658081, 0.38576650619506836, 0.051175713539123535]"
14,yes position 1 aj,"['usability', 'video', 'not usability']","[0.4562110900878906, 0.44907137751579285, 0.09471751004457474]"
15,whole latte love hi again so you used the position 1 right,"['usability', 'video', 'not usability']","[0.7128457427024841, 0.23263780772686005, 0.05451646447181702]"
16,hi pedro i generally use the finest grind position for espresso drink on super automatic machine the only time i would change that is if it is choking the machine coffee is slowly dripping out or not coming out at all or sometimes if i am preparing a long coffee aj,"['usability', 'not usability', 'video']","[0.7304996252059937, 0.15714120864868164, 0.11235911399126053]"
17,i brough this machine love the coffee i make mostly latte and i find the milk to be luke warm how to realy get hot milk from the machine rather than having to heat it again,"['usability', 'video', 'not usability']","[0.8725380897521973, 0.07225377857685089, 0.05520809069275856]"
18,pre heating your cup with hot water will go a long way to making your overall drink hotter also using the hottest brewing temperature aj,"['usability', 'video', 'not usability']","[0.8224768042564392, 0.12885096669197083, 0.04867224022746086]"
19,how can have very strong coffee in this machine,"['usability', 'not usability', 'video']","[0.7749069929122925, 0.13522399961948395, 0.08986901491880417]"
20,hi el set your grind to fine with strength and temperature set to max then make volume of drink appropriate double up brew cycle with lower volume to make a single larger drink if needed,"['usability', 'video', 'not usability']","[0.8723748922348022, 0.090945765376091, 0.03667932376265526]"
21,hi i hope you are still answering question i currently have a semi auto single boiler espresso machine and separate grinder vario 886 i primarily drink long black but when i want regular coffee i use the pour over or french press my favorite method anyway now that you know a little about me i am looking at this machine because i am over chasing that elusive at least for me perfect espresso i am tired of wasting expensive coffee having to dial in the grinder i am over 70 and have arthritic hand thus no hand grinder for me again every time i change bean or brew method also i noticed this machine doe cold brew which is really not true cold brew but is iced coffee on the fly which is what i drink almost exclusively in the summer so would you recommend this machine for me,"['usability', 'video', 'not usability']","[0.7084923386573792, 0.17351415753364563, 0.11799352616071701]"
22,whole latte love hi aj thanks for getting back to me a quick follow up question for you can i use the dinamica without the lattecrema attachment i do not make lot of milk drink doe it have a separate manual steam wand thanks again,"['usability', 'video', 'not usability']","[0.7017230987548828, 0.15502475202083588, 0.1432522088289261]"
23,hi george thanks for the comment and context a superauto like the dinamica will certainly make your life easier no dialing in or wasting coffee and le repetitive use strain on the body that said it is a little harder to experiment and tweak taste to your particular preference many many people love the espresso out of super auto but some who come from a semi auto background find them limiting if that is a trade off you are willing to make then it would be a great option aj,"['usability', 'video', 'not usability']","[0.7327529788017273, 0.1442827433347702, 0.12296425551176071]"
24,i usually add sugar to the cold milk before steaming la spaziale a it creates a uniform sweetness can you add sugar to the milk in this system without fouling clogging the foaming system,"['usability', 'video', 'not usability']","[0.7962182760238647, 0.13123197853565216, 0.07254970073699951]"
25,agree,"['video', 'usability', 'not usability']","[0.4317723512649536, 0.4213673174381256, 0.146860271692276]"
26,hi s not something we have tried and i am guessing manufacturer would recommend against adding sugar to the milk think the worst that could happen is the frothing component might need some extra cleaning,"['not usability', 'usability', 'video']","[0.7970582246780396, 0.15842217206954956, 0.04451964050531387]"
27,may i know what is the best volume and aroma setting for each drink to get the best flavour of the bean how to know from the cup of espresso to see whether the machine extract perfect espresso a i do not know how to taste the perfect espresso able to get video on de longhi dinamica plus review,"['video', 'usability', 'not usability']","[0.8743084669113159, 0.07049424946308136, 0.05519732087850571]"
28,hi bryant taste will be completely subjective the perfect espresso for you will not be the perfect espresso for someone else in general though you are looking for a complimentary balance of sweetness bitterness and acidity some people prefer eathy nutty chocolatey flavor profile while others prefer light and fruity one regardless of your bean or preference a good place to start on super automatic machine is a 2oz 60ml shot of espresso using the finest grind highest strength aroma and hottest temperature and adjust from there based on taste aj,"['usability', 'video', 'not usability']","[0.6772542595863342, 0.16302929818630219, 0.15971645712852478]"
29,i want this,"['usability', 'video', 'not usability']","[0.4476565718650818, 0.3930967152118683, 0.15924666821956635]"
30,here is a link to purchase this machine currently out of stock but it should be back soon aj,"['usability', 'video', 'not usability']","[0.6903193593025208, 0.21665294468402863, 0.09302769601345062]"
31,i bought one today in australia and it doe not have a many button on the central panel old model at dollar1200 or different manufacturing feeling ripped off thanks delonghi,"['not usability', 'usability', 'video']","[0.8230093121528625, 0.13454610109329224, 0.04244452714920044]"
32,could be the older model perhaps the ecam35020 did it look like the machine compare in this video aj,"['video', 'usability', 'not usability']","[0.9041613936424255, 0.08553598076105118, 0.0103025883436203]"
33,god i wish i could see the inside and how it work,"['not usability', 'video', 'usability']","[0.6684907078742981, 0.1783614456653595, 0.15314778685569763]"
34,while this type of machine generally is not meant to be taken apart this animation will give you a good idea of how everything work on the inside aj,"['video', 'not usability', 'usability']","[0.8263999819755554, 0.09679801017045975, 0.07680206745862961]"
35,hi how i can get a hot milk or steam from dinamica pluse,"['usability', 'video', 'not usability']","[0.7809054255485535, 0.1843509078025818, 0.03474364057183266]"
36,hi tamer the dinamica plus ha an option for hot milk on the touch screen display no dedicated steam feature since there is no steam wand the steam is integrated into the carafe for frothing one touch milk drink aj,"['usability', 'not usability', 'video']","[0.5522252917289734, 0.2507404386997223, 0.19703422486782074]"
37,do you know what the coffee dose range is for the dinamica like 5 10g of ground per shot,"['usability', 'video', 'not usability']","[0.6315076947212219, 0.24503187835216522, 0.12346040457487106]"
38,hi bc that range is about right,"['usability', 'video', 'not usability']","[0.6790801882743835, 0.24424122273921967, 0.07667858898639679]"
39,how do u determine how may gram of coffee is grinded in each coarse setting,"['usability', 'video', 'not usability']","[0.7558902502059937, 0.15847580134868622, 0.08563392609357834]"
40,delonghi doe not publicize that info i support if you wanted to measure you could empty your dreg drawer start a drink cancel it after grinding but before water hit the puck then weight the dry ground that get dumped into the drawer aj,"['usability', 'video', 'not usability']","[0.7829636335372925, 0.12389132380485535, 0.09314505010843277]"
41,just found you guy while learning about automatic espresso machine you guy have the best review out there excellent work and content,"['video', 'usability', 'not usability']","[0.47191792726516724, 0.42400699853897095, 0.1040751188993454]"
42,welcome aboard,"['usability', 'video', 'not usability']","[0.5343374013900757, 0.4206002652645111, 0.04506223276257515]"
43,how many cup per day,"['usability', 'video', 'not usability']","[0.8515586853027344, 0.09221165627241135, 0.05622965842485428]"
44,hi sue well it can make them a fast and a many a you like but do understand it is a machine designed for home use and not commercial 10 a day no problem and it can do a lot more,"['usability', 'not usability', 'video']","[0.7289562225341797, 0.14848750829696655, 0.12255624681711197]"
45,nice informative video used to have coffee day machine in my dental clinic now added this machine thanks,"['video', 'usability', 'not usability']","[0.9028769135475159, 0.09312260150909424, 0.004000487737357616]"
46,thank you aj,"['video', 'usability', 'not usability']","[0.46742790937423706, 0.45561307668685913, 0.07695896178483963]"
47,hi this is a great video could you make the macchiati also what is the difference between them thanks,"['video', 'usability', 'not usability']","[0.9501310586929321, 0.04566492140293121, 0.004204003605991602]"
48,doe it work with alexa and google,"['usability', 'video', 'not usability']","[0.8192241787910461, 0.13367606699466705, 0.047099772840738297]"
49,no,"['not usability', 'usability', 'video']","[0.727828323841095, 0.13775664567947388, 0.13441510498523712]"
50,hi i am a newbie on super automatic machine which i do not know anything about coffee machine i would like to have advise on how to use the delonghi dinamica machine which i had just bought a per check the grind size is around 5 i would like to make an espresso which is the same taste a i am having when going to starbucks a per check the flow is quite fast could you advise what is the best grinding setting recommend on this machine and do i need to turn to turn to 7 first and turn to 1 per click need to adjust while grinding how to know is this machine had extract the best espresso,"['usability', 'not usability', 'video']","[0.7333055734634399, 0.1742943376302719, 0.09240014106035233]"
51,whole latte love what about temperature setting for this machine set to medium or low so you would recommend to set at the finest setting do i need to tune back to the most course setting and change to the finest,"['usability', 'video', 'not usability']","[0.7551910877227783, 0.19161169230937958, 0.0531972199678421]"
52,hey bw thanks for the question for best espresso flavor we always suggest setting super automatic machine grinder to their finest setting if the finest setting should cause the machine not to brew you can always set it a little coarser but not brewing at finest setting is rare when adjusting to a finer grind setting the grinder should be running when making the adjustment that is not possible on all machine a some have safety mechanism which prevent the grinder from operating whne been hopper door are open if that is the case for you only adjust 1 click in between each grinding can not compare flow rate of super auto machine to those of semi auto machine the brewing chamber in super auto is much different in geometry than the filter basket of semi auto machine beyond that coffee dos tend to be a lot smaller hope that help,"['usability', 'not usability', 'video']","[0.6282272338867188, 0.2376105934381485, 0.13416217267513275]"
53,ok so how hot doe the milk get because i like my milk to be really hot when i drink my coffee,"['usability', 'video', 'not usability']","[0.7543725967407227, 0.17825782299041748, 0.06736956536769867]"
54,hey bb29 thanks for the question if you like the milk really hot you will likely be disappointed with a super automatic machine from any manufacturer all produce frothed milk temp in the sweet zone from 125 150f same a a well trained barista there are a few automatic machine which have manual steam wand a little more work for the user but you can froth to any temperature you like and you can froth to latte art quality on those if interested here are 2 machine with manual frothing wand gaggia magenta plus gaggia cadorna barista plus,"['not usability', 'usability', 'video']","[0.5582155585289001, 0.36883100867271423, 0.0729534700512886]"
55,great review doe this one have wifi for siri thank you,"['usability', 'video', 'not usability']","[0.8055439591407776, 0.16420122981071472, 0.03025471791625023]"
56,no wifi on this but the updated dinamica plus model can use bluetooth connected to an app not sure about siri capability though aj,"['not usability', 'usability', 'video']","[0.43033286929130554, 0.42650577425956726, 0.14316140115261078]"
57,what will happen if the knob on the milk tank is set to the latte function and we press cappuccino button,"['usability', 'video', 'not usability']","[0.8628840446472168, 0.11079660803079605, 0.02631925791501999]"
58,hi mp you will get a finer milk froth instead of an airier cappuccino style froth,"['usability', 'video', 'not usability']","[0.6686521172523499, 0.2768223285675049, 0.054525554180145264]"
59,do you have a comparison for delonghi dinamica v gaggia anima prestige one touch coffee machine,"['usability', 'video', 'not usability']","[0.6852440237998962, 0.24798685312271118, 0.06676910817623138]"
60,whole latte love thanks for your reply my coffee machine broke down yesterday i am looking at the following de longhi dinamica fully automatic coffee machine gaggia magenta milk automatic coffee machine gaggia anima prestige one touch cappuccino coffee machine i would love your opinion review on the three i only found review on the de longhi and the anima but could not find anything on the magenta thanks for your help,"['usability', 'not usability', 'video']","[0.6796556711196899, 0.24257442355155945, 0.07776986807584763]"
61,hi k will see if we can do that for now if you have not watched here is our video on the anima prestige marc,"['video', 'usability', 'not usability']","[0.8607954978942871, 0.12663841247558594, 0.012566085904836655]"
62,delonghi dinamica ecam v gaggia anima prestige one touch coffee machine sorry updated the dolonghi,"['video', 'usability', 'not usability']","[0.4882459044456482, 0.41560038924217224, 0.09615369886159897]"
63,is there any reason to get the dollar2 000 plus system over this,"['not usability', 'usability', 'video']","[0.7469053268432617, 0.16517485678195953, 0.08791986107826233]"
64,hi mathew if it ha feature you are looking for,"['video', 'not usability', 'usability']","[0.38806384801864624, 0.33796608448028564, 0.2739700376987457]"
65,thank you so much for a detailed review i really like the way you did the review and the process of it all,"['video', 'usability', 'not usability']","[0.47385749220848083, 0.3657054603099823, 0.16043707728385925]"
66,you are so welcome,"['usability', 'video', 'not usability']","[0.5370045900344849, 0.3683285713195801, 0.09466692060232162]"
67,thanks for the vid aj i am torn between this machine and the jura ena 8 which do you think is better,"['video', 'usability', 'not usability']","[0.9390062093734741, 0.044870153069496155, 0.016123652458190918]"
68,hey iamlordhk it depends i prefer the look user interface and brewing technology p e p on the ena 8 but the milk system on the dinamica the jura ha smaller capacity and le pre programmed drink option than the delonghi but i live in a small household and it feature all of our favorite so those thing do not bother me much all come down to your usage and preference aj,"['usability', 'video', 'not usability']","[0.8255329132080078, 0.09287653863430023, 0.08159054070711136]"
69,i would like to get one but it look annoying you have to keep changing the grinding size and i would like to have the option to connect a hose like in the fridge to refill the water reservoir also it will be nice to have an alarm when the coffee disposal container is full,"['not usability', 'usability', 'video']","[0.7595100998878479, 0.2026338279247284, 0.037856072187423706]"
70,whole latte love thanks for the information i will get one,"['usability', 'video', 'not usability']","[0.6026846170425415, 0.32458922266960144, 0.07272617518901825]"
71,hey jalr every super automatic will alert you when it is time to empty the used coffee container there are no machine available with automatic water refill option year ago there were a few but no longer a to grind size when using these machine i typically set to the finest grind setting and leave it there that fine size is what you want when making espresso for larger coffee i prefer machine which make americanos if not familiar it is an espresso with plain hot water added over the top making larger coffee that way eliminates the need to change grind size when changing drink type,"['usability', 'not usability', 'video']","[0.85887211561203, 0.07104130834341049, 0.07008663564920425]"
72,my brother just bought this machine and i have no idea how to use it do not want to break it either,"['not usability', 'usability', 'video']","[0.8235350251197815, 0.14061225950717926, 0.035852715373039246]"
73,hi natalya i would not worry too much about breaking it they are pretty rugged machine avoid using oily or flavored bean and give the instruction manual a quick look do you have any specific question that i can answer to help out aj,"['usability', 'video', 'not usability']","[0.6941868662834167, 0.18750444054603577, 0.11830874532461166]"
74,re the iced coffee mode why would this machine or for that reason any machine alter the temperature of brewing to prioritise amelting the ice instead of keeping the optimal brewing temperature when we brew espresso we understand that lower brewing temperature lt 92 degree yield a thinner body sweetness and bitterness but higher acidity profile i am interested on your thought on why delonghi would introduce this,"['usability', 'not usability', 'video']","[0.7334162592887878, 0.17971134185791016, 0.08687245845794678]"
75,whole latte love like me i almost always drink medium to dark roast high arabica content blend and stay away from light roast that have too much citrus and that require high brew temperature so although it is not true cold brew which by the way is not really cold brew but is typically room temperature brewed it is what is considered iced coffee and the lower brewing temperature go well with darker roast and coarser grind size,"['usability', 'not usability', 'video']","[0.5546026229858398, 0.2701532542705536, 0.17524415254592896]"
76,hey ryan i get what you are saying and i do not disagree for me that mindset applies more to semi automatic machine where brewing temp grind size brew ratio can all be finely dialed in to achieve the best tasting espresso possible most superauto user are seeking convenience and a good drink without having to worry too much about tinkering with variable in short will the iced coffee feature brew at the optimal temperature probably not is it designed to brew an iced coffee that doe not just turn into a cold watered down coffee yes it is a feature that some people love whether they simply like iced coffee or the lower brewing temperature work well with their bean and taste preference there are others who will never use it and prefer the other drink option on the machine to each their own aj,"['usability', 'not usability', 'video']","[0.5670236349105835, 0.33958888053894043, 0.09338756650686264]"
77,just purchased this machine thanks for the video i have been using a filter drip i like a half cup at a time so it stay hot not a small a espresso not a full cup without going high test on caffeine what is the best way to do that thanks in advance,"['video', 'usability', 'not usability']","[0.7928371429443359, 0.1997687816619873, 0.007394085172563791]"
78,hi pauline it sound like the lungo would be perfect for you located in your drink menu for this machine is purpose it is kind of in the middle between a espresso and a cup of coffee you can program the strength aroma lower if you want le caffeine aj,"['usability', 'video', 'not usability']","[0.8363110423088074, 0.12611547112464905, 0.037573475390672684]"
79,do you have to buy any filter cartridge for it and you forgot to show where the water go in,"['video', 'usability', 'not usability']","[0.48145338892936707, 0.32436054944992065, 0.1941860169172287]"
80,hi warren i showed where the water go in 3 48 the machine come with a filter and replacement are available here aj,"['usability', 'video', 'not usability']","[0.5073344111442566, 0.4719089865684509, 0.02075663022696972]"
81,i bought this machine and have a problem all of the milk drink come out lukewarm at best i went into setting and moved the temperature of the coffee drink to max but can not find any setting for milk temperature help,"['not usability', 'usability', 'video']","[0.7549392580986023, 0.20301711559295654, 0.04204356297850609]"
82,hi lynn there are no adjustment for milk temp super automatic machine all produce milk temp in the sweet range which run from 125 150f 52 66c those are the same temp a well trained barista froth milk to for best flavor this may seem cool to those who have been served poorly made milk drink milk frothed too hot a well made latte should be at a temp which allows for quick drinking for hotter milk make sure the frothing component are clean internally milk residue can cause lower milk temp pre heating cup help the beverage stay warmer milk temp in the carafe before froth is made play a roll if super cold froth output will be cooler also try adjusting the froth dial you will get a hotter froth in an airy froth hope that help marc,"['usability', 'video', 'not usability']","[0.6782227158546448, 0.19077084958553314, 0.13100643455982208]"
83,amazon review include comment that the milk frothing system doe not get the milk hot enough and it can not be adjusted to a high enough temp any suggestion for overcoming this or correction to this ding on what otherwise seems like a great machine some reviewer said they heated their milk in the microwave before using it,"['usability', 'not usability', 'video']","[0.6927911639213562, 0.22039933502674103, 0.08680950105190277]"
84,hi barbara i found the milk from the dinamica on par with most other superautomatic machine and i consider it an appropriate temperature some people prefer their milk hotter but milk is sweet spot is around 140f 60c any hotter than that and you start to burn the milk and lose sweetness if you want a hotter drink you can pre warm your cup and or increase your brewing temperature for the espresso getting a machine with a manual frothing wand also allows you to better control milk temperature if you want it hotter aj,"['usability', 'video', 'not usability']","[0.8284153342247009, 0.11383288353681564, 0.057751741260290146]"
85,i tried using the ground coffee option but it tasted watery any suggestion,"['not usability', 'usability', 'video']","[0.6969956159591675, 0.25602656602859497, 0.04697787016630173]"
86,whole latte love thank you kindly for the response i will give your suggestion a shot,"['usability', 'video', 'not usability']","[0.5365811586380005, 0.3551262319087982, 0.10829265415668488]"
87,hey happy cat happy life nice username it could be a couple thing my first guess would be the freshness of the coffee you are using preground loses it is freshness much faster than whole bean ground coffee that is been sitting on the shelf in a grocery store will always taste weaker than fresh ground are you using the pre ground doser so you can brew decaf that is a common use and i often find decaf coffee to have suboptimal taste too make sure you are using a full scoop of the ground coffee but not more you could also try increasing your water temperature which will increase extraction hope this help aj,"['usability', 'video', 'not usability']","[0.7016565799713135, 0.20547771453857422, 0.09286569803953171]"
88,question about the material the hot liquid are exposed to are they stainless steel or is it mostly plastic tubing etc if plastic are you aware of any similar machine which use stainless for material contacting the hot liquid,"['usability', 'not usability', 'video']","[0.5345296859741211, 0.26760661602020264, 0.19786366820335388]"
89,hi rus i am not aware of any super automatic machine which do not have some plastic in the hot liquid path to the cup sorry,"['usability', 'not usability', 'video']","[0.542542040348053, 0.33128437399864197, 0.12617361545562744]"
90,can you explain what the difference is between the dinamica plus and the dinamica lacremma also you mentioned you prefer the gaggia prestige cardona over this machine can you explain why im comparing both,"['usability', 'not usability', 'video']","[0.4128878116607666, 0.4067075550556183, 0.18040457367897034]"
91,hi whole latte love would you recommend this machine delonghi dinamica or the gaggia magenta prestige thank you for your advice,"['usability', 'video', 'not usability']","[0.7053583264350891, 0.22958321869373322, 0.06505843997001648]"
92,hi lynn i have not gotten my hand on the dinamica plus yet but it look like that model add a nicer color touch screen display more drink option such a a full pot of coffee and app control to customize drink from your smartphone it appears that some model of the plus may have also gotten rid of the iced coffee option while others have it we are expecting the have the dinamica plus in stock in august or september and will be doing a full review video of it at that point until the new one come i personally give a slight edge to the cadorna prestige i enjoy the user profile one touch americanos proper double shot flat white and xl milk drink to go the dinamica is a solid machine but for me the cadorna ha all of the same feature and more aj,"['usability', 'video', 'not usability']","[0.700559675693512, 0.23844070732593536, 0.06099961698055267]"
93,hello i have just bought dinamica 350 55 when i make a coffee it will only give a little quantity to drink i love drinking coffee in a mug so i want more coffee in it how can i increase the volume of coffee for a mug size thanks,"['usability', 'video', 'not usability']","[0.7273477911949158, 0.14043812453746796, 0.1322140395641327]"
94,whole latte love thanks i will have a look,"['usability', 'video', 'not usability']","[0.5174793601036072, 0.38982531428337097, 0.09269534796476364]"
95,hi jpa here is a link to the dinamica manual procedure for programming drink size is detailed on page 15 section 12,"['usability', 'video', 'not usability']","[0.737333357334137, 0.1875758022069931, 0.07509086281061172]"
96,is it possible to purchase a frothing wand for this machine,"['usability', 'not usability', 'video']","[0.8544869422912598, 0.07480230927467346, 0.07071075588464737]"
97,whole latte love ok thanks i think the eletta top doe it a well but i like the iced coffee feature of the dinamica,"['usability', 'video', 'not usability']","[0.5866855978965759, 0.35938987135887146, 0.05392457917332649]"
98,hi steve thanks for the question it is not here are 2 similar automatic machine which come with a commercial style frothing wand gaggia cadorna barista plus gaggia magenta plus video of the machine available at the link hope that help marc,"['video', 'usability', 'not usability']","[0.9115419983863831, 0.06999722123146057, 0.018460754305124283]"
99,is the gaggia anima prestige in the same class a the delonghi dinamica lattecrema,"['video', 'usability', 'not usability']","[0.46509382128715515, 0.4489133358001709, 0.08599279075860977]"
100,whole latte love thank you very much,"['usability', 'video', 'not usability']","[0.5081348419189453, 0.3906623125076294, 0.1012028157711029]"
101,hi brandon the dinamica with lattecrema is considered a step up from the anima prestige the delonghi ha more drink option and customizability a more comparable gaggia machine is the magenta prestige aj,"['usability', 'video', 'not usability']","[0.7689105272293091, 0.16507180035114288, 0.06601763516664505]"
102,thanks for the review you missed showing the puck,"['usability', 'video', 'not usability']","[0.44904860854148865, 0.4264657497406006, 0.12448562681674957]"
103,hey top cat thanks wa there something specifically you wanted to see with the puck aj,"['usability', 'video', 'not usability']","[0.47776103019714355, 0.39666375517845154, 0.1255752593278885]"
104,can you use nut milk such a almond milk in this machine,"['usability', 'not usability', 'video']","[0.8427096009254456, 0.08176980912685394, 0.07552061229944229]"
105,hey ali yes according to delonghi you should only use cow is milk soy rice or almond aj,"['usability', 'video', 'not usability']","[0.5490694046020508, 0.27210965752601624, 0.1788208782672882]"
106,hi i appreciate all of your video i am debating between this machine and the gaggia anima prestige espresso machine iced coffee is not a must have for me the front loading of milk water and coffee bean drew me to this machine v top loading i do make milk coffee drink so this is key for me which product do you think is best overall thank you in advance,"['video', 'usability', 'not usability']","[0.9014711976051331, 0.07924214005470276, 0.01928670145571232]"
107,hey jburgand they are both good machine both feature the separate milk carafe quick clean capability and a number of other similarity the dinamica will give you more capacity in your bean hopper and more grind setting one of the biggest difference is in the number of programmed drink specialty the dinamica come with 18 while the anima only ha 6 that said you will pay for those extra feature a the dinamica with lattecrema is currently dollar400 more than the anima prestige come down to personal preference but if it is in your budget i like the versatility of the dinamica aj,"['usability', 'video', 'not usability']","[0.6737053394317627, 0.21422536671161652, 0.11206923425197601]"
108,hello is it possible to set a standard coffee with milk not whipped at the coffee machine and at the same time set the amount of milk,"['usability', 'not usability', 'video']","[0.8104503154754639, 0.1179404929280281, 0.07160919904708862]"
109,hi zm thanks for the question yes one can control program the amount of milk delivered the dial on the milk carafe allows one to adjust between frothed milk and milk that just heated without adding air,"['usability', 'video', 'not usability']","[0.8704736828804016, 0.1022280752658844, 0.027298275381326675]"
110,ok nice review the machine look good and i am almost sold i wa curious to see how the cleaning of the brewing group go on my older philip 3200 series that wa a problem for me hence the need to shop for another machine,"['usability', 'video', 'not usability']","[0.7905580997467041, 0.13798263669013977, 0.07145926356315613]"
111,thanks for providing the link to manual although i see the instruction on how to clean brew group i do not see any diagram do you have a youtube video or recommend one to properly clean this i want to assure i am caring for it properly since it wa dollardollardollar,"['video', 'not usability', 'usability']","[0.4623951017856598, 0.27501893043518066, 0.26258596777915955]"
112,hey i am curious what problem did you have with your 3200 i have been debating the delonghi or the philip 3200,"['usability', 'not usability', 'video']","[0.4548547863960266, 0.28271523118019104, 0.26242998242378235]"
113,hi paul the brew group should be removed from the machine at least once per month soak in water for 5 minute then rinse with tap water use no detergent when cleaning for more detail see page 16 of the manual section 17 9 cleaning the infuser,"['usability', 'video', 'not usability']","[0.6884244680404663, 0.15835675597190857, 0.15321879088878632]"
114,we just bought this machine after our first de longhi magnifica broke down after 12 year your video wa very helpful,"['video', 'usability', 'not usability']","[0.8209694027900696, 0.16979438066482544, 0.009236234240233898]"
115,thanks for this great video one question how do you flush hot water through the coffee spout to clean it after it ha made coffee thanks,"['video', 'usability', 'not usability']","[0.8447285890579224, 0.13493847846984863, 0.020332960411906242]"
116,hi d happy to help,"['usability', 'video', 'not usability']","[0.6916458010673523, 0.2572292983531952, 0.05112490430474281]"
117,i bought a maschine one month ago i descaled it four day ago and today got a message that it need to be descaled again what is the problem,"['not usability', 'usability', 'video']","[0.5718722343444824, 0.21879123151302338, 0.2093365341424942]"
118,hi mg are you sure the machine totally completed the descaling cycle when you ran it if the descaling wa interrupted or not completed the machine will alert to descale again if you are certain the machine wa descaled completely i would run through the descaling cycle again without adding the descaling product,"['usability', 'not usability', 'video']","[0.6997472643852234, 0.17462165653705597, 0.12563103437423706]"
119,thanks for your great demonestration i have a quetion what is the difference between this machine and delongi eletta,"['usability', 'video', 'not usability']","[0.4269111752510071, 0.3181612193584442, 0.2549275755882263]"
120,hi somayah there is not a ton of difference between the two both have the lattecrema milk system and led display the eletta win on build quality with metal component instead of being all plastic and also ha higher capacity in the bean hopper and water reservoir dinamica ha more drink option and is a newer model plus the option of iced coffee aj,"['usability', 'not usability', 'video']","[0.6752777099609375, 0.18910254538059235, 0.13561980426311493]"
121,we bought this machine a few week ago it our first machine and we absolutely love it,"['usability', 'video', 'not usability']","[0.8489630818367004, 0.12380538880825043, 0.02723156288266182]"
122,awesome great to hear you are loving it aj,"['video', 'usability', 'not usability']","[0.5901662111282349, 0.34560611844062805, 0.06422767043113708]"
123,best purchase ever i wa not a coffee drinker until after i bought this my favorite is the flat white and latte macchiato i either sprinkle some sugar on top or add some sugar free syrup before brewing easy clean up so happy with this product,"['usability', 'video', 'not usability']","[0.7387430667877197, 0.17027771472930908, 0.0909792110323906]"
124,glad you are loving the machine thanks for sharing your experience aj,"['usability', 'video', 'not usability']","[0.6601523756980896, 0.3185630738735199, 0.02128453180193901]"
125,hows it compared to phillips 3200lattego thanks,"['usability', 'video', 'not usability']","[0.5518493056297302, 0.3818269670009613, 0.06632373481988907]"
126,i have never personally used the philip 3200 lattego but at a quick glance it look like it ha le grind setting le drink presets no iced coffee a little cheaper but also le function filled aj,"['usability', 'video', 'not usability']","[0.8054855465888977, 0.13241194188594818, 0.062102463096380234]"
127,when is the dinamica plus going to be available in the u thanks,"['usability', 'video', 'not usability']","[0.6073072552680969, 0.27817559242248535, 0.11451712250709534]"
