,sequence,labels,scores
38,amazon ha them at dollar169 99 ebay ha them for around gbp145 my hitachi wa gbp45 and lasted 15 year my morphy richards is on ebay for gbp99 56 but i have only had it a couple of year so can not comment my daughter ha had this de longhi coffee machine for 3 year but it ha never been a favorite with her about 16 year ago i had a de longhi also different model and wa disappointed with it and took it back to the shop and exchanged it for a hitachi which served me well for 15 year and finally met it demise because the rubber seal broke and i could not get another now i have a morphy richards and i am happy with it so far time will tell my daughter is de longhi eco310 ha now given trouble it trip a main breaker when it is switched on something i am entirely able to fix probably if i could get into it however there are two narrow hole in the plastic bottom with security screw at the bottom of them these make it impossible to open unless you have a special tool and in my opinion are there to make you buy a new machine rather than have some able person mend it there wa a book called the waste maker about product that are made with planned obsolescence and this is a prime example of the art we are all in favour of recycling but recycling material take a lot of energy with a consequent impact on the environment fixing a device and continuing to use it for the next 10 year doe not consume any energy and save money in the purchase of a new one my recommendation is to buy a product from a different manufacturer my experience of de longhi ha been a poor one,"['usability', 'not usability', 'video']","[0.6494335532188416, 0.23172003030776978, 0.11884643882513046]"
39,mike collins no offense taken i appreciate your opinion my main point is appliance v machine in relation to build quality and serviceability cheer,"['usability', 'not usability', 'video']","[0.4840453565120697, 0.2608437240123749, 0.25511085987091064]"
40,whole latte love thanks for your response but i disagree with your reference to you get what you pay for i have not had my current coffee maker for long enough to know it reliability so far so good but what i can say is that it wa a good deal cheaper than the delonghi the hitachi i had before wa le than half the price of the delonghi and it made an average of 4 5 cup per day for 15 year and when it died it wa just because they were no longer supplying spare if i could have got the rubber seal it would have continued to serve when i did finally take it apart to see what part of it looked potentially useful i am like that i found it easily serviceable and it did not have any security screw in it last time i bought a toaster i went through quite a number taking them out of their box in the shop to find one that wa held together with regular screw then my daughter ever inventive put a cheese sandwich into it vertically in the belief it would make a toasted cheese sandwich naturally the cheese melted and ran out of the bottom but when i went to open it to clean it out i pulled the crumb tray out of the bottom and concealed underneath it lo and behold a deep hole with a security screw at the bottom of it i hate these manufacturer hence my comment on your video i hope it did not offend you but i hope the ceo of de longhi read it fat chance,"['usability', 'video', 'not usability']","[0.5099868178367615, 0.2740294933319092, 0.21598370373249054]"
41,hi mike thanks for sharing your experience the delonghi is best thought of a an appliance when considering build quality and serviceability big difference between an appliance and a machine it is the old you get what you pay for delognhi eco is a low cost appliance you can not expect it to have the reliability or serviceability of a machine my favorite entry level machine with the best bang for the buck is the north america version of the gaggia classic eu version wa modified a few year back and lost the 3 way solenoid valve the classic is very user serviceable with readily available and reasonably priced part take care of it and it will go for decade plus lot is of info for diyers like our gaggia classic support wiki,"['usability', 'video', 'not usability']","[0.8266403079032898, 0.1275080293416977, 0.04585164785385132]"
42,ursus trotter ut kaffee deluxe or this,"['usability', 'video', 'not usability']","[0.5772013664245605, 0.2636726498603821, 0.1591259241104126]"
43,i planning to get a tamper may i know what is the size 51mm or 52mm,"['usability', 'video', 'not usability']","[0.7079200744628906, 0.2211596965789795, 0.07092022150754929]"
44,for this machine,"['usability', 'video', 'not usability']","[0.8192452192306519, 0.11418768763542175, 0.0665670856833458]"
45,whole latte love thanks for replying,"['usability', 'video', 'not usability']","[0.5531150698661804, 0.3621455132961273, 0.08473941683769226]"
46,hi w tamper size is 52mm,"['usability', 'video', 'not usability']","[0.7657181620597839, 0.18723291158676147, 0.047048985958099365]"
47,hi i have been using this machine for a year but i am always having problem with it steamer when i set the steamer a it highest level the plastic part wa thrown out from the machine and it wa so dangerous seems like the nozzle doe not bear the power is it because i turned the steamer a it highest power immediately,"['not usability', 'usability', 'video']","[0.4707789421081543, 0.4466796815395355, 0.08254139125347137]"
48,i had this problem then i noticed when you clean the plastic part that blow off and are putting it back on again it push on and then you twist it slightly to the right and it lock into place hope this help,"['usability', 'video', 'not usability']","[0.8428630232810974, 0.10985706746578217, 0.04727991670370102]"
49,another thing do not stick the wand to the bottom of the cup build up pressure sound funny but seen it happen,"['usability', 'not usability', 'video']","[0.4481891691684723, 0.34220457077026367, 0.20960628986358643]"
50,i usually start at 50percent and slowly increase,"['video', 'usability', 'not usability']","[0.42595574259757996, 0.40489980578422546, 0.1691443920135498]"
51,hi yp a couple of reason why that can happen wand might not be in proper position on the steam tube or if clogged internally with milk deposit be sure wand is clean and properly positioned on steam pipe,"['usability', 'not usability', 'video']","[0.5010004043579102, 0.3227434754371643, 0.17625613510608673]"
52,i can use this coffee machine to make swan latte art,"['usability', 'video', 'not usability']","[0.9712384939193726, 0.021444110199809074, 0.007317444775253534]"
53,nice thanks for sharing,"['usability', 'video', 'not usability']","[0.7072818875312805, 0.25586214661598206, 0.03685598447918892]"
54,hello there i just bought this machine how to make a good froth of milk just wandering,"['usability', 'video', 'not usability']","[0.9013265371322632, 0.07838969677686691, 0.020283812656998634]"
55,sonnie teddy panarello wandnya di copot gan tapi agak tricky sih,"['video', 'usability', 'not usability']","[0.5953876376152039, 0.26272091269493103, 0.1418914645910263]"
56,whole latte love thanks a lot im learning how to make a good latte and try run my coffee shop,"['usability', 'video', 'not usability']","[0.590372622013092, 0.32053402066230774, 0.0890934094786644]"
57,hi ab let the wand do the work for you check out this video for how to test and used the wand,"['video', 'usability', 'not usability']","[0.8512089848518372, 0.14471441507339478, 0.004076628014445305]"
58,i have this machine but it doe not seem to froth the milk any idea,"['not usability', 'usability', 'video']","[0.8239692449569702, 0.13173390924930573, 0.044296808540821075]"
59,danvanillabear you might have the wand submerged too deep i have the tip of the wand barely touch the surface of the milk and it froth quickly,"['usability', 'video', 'not usability']","[0.6627867817878723, 0.20674939453601837, 0.1304638832807541]"
60,thanks for the quick reply i have had the wand off and made sure air hole is clear fully clean creates steam but will not froth spit and bubble milk like mad but no froth,"['usability', 'video', 'not usability']","[0.7101333141326904, 0.1677580326795578, 0.12210860848426819]"
61,hi dvb is the machine making steam if making steam but not injecting air into the milk most likely cause is miss assembled or dirty wand these wand have air intake near the top blockage of air intake will cause poor performance,"['usability', 'not usability', 'video']","[0.6515462398529053, 0.1782291680574417, 0.17022456228733063]"
62,hi i have this machine and hear i need to cool it down after frothing milk before i pull a shot how to do this do i just release more steam from the wand i like to froth my milk before pulling my shot thanks,"['usability', 'video', 'not usability']","[0.8618383407592773, 0.07569652050733566, 0.06246520206332207]"
63,hi oc thanks for the question to cool a machine down refill the boiler after steaming open the steam wand and press the water dispensing button keep the button on until a stream of pure water and no steam come out of the wand,"['usability', 'video', 'not usability']","[0.8816050887107849, 0.07739689946174622, 0.04099797084927559]"
64,this machine is crap do not buy it,"['not usability', 'usability', 'video']","[0.9297916293144226, 0.04959503188729286, 0.020613383501768112]"
65,illy pod coffee a silly a it can be,"['not usability', 'usability', 'video']","[0.7153686881065369, 0.156706303358078, 0.12792499363422394]"
66,what i would like to know is what make this machine worth dollar58 more than the delonghi ecp3630,"['usability', 'video', 'not usability']","[0.374080091714859, 0.358105331659317, 0.26781463623046875]"
67,i am looking at three deloghi machine the ecp3630 the eco310 and the ec155 i do not trust breville bad review for breville on amazon com however the review for the machine i am interested in are just a bad i like the ec680 the best but it over dollar300 in canada if you had dollar200u s to spend on an entry level machine what machine would you pick i will not be using the frother since i do not drink dairy,"['not usability', 'usability', 'video']","[0.573676347732544, 0.3515201508998871, 0.07480353116989136]"
68,my pleasure if you have other question let me know,"['usability', 'video', 'not usability']","[0.4200180768966675, 0.3509579300880432, 0.2290240079164505]"
69,thanks that is the type of information i needed when comparing entry level espresso machine,"['usability', 'video', 'not usability']","[0.7303321957588196, 0.21974265575408936, 0.04992511123418808]"
70,hi allen thanks for the question both are entry level pressurized basket machine the eco310 is a newer design with more metal used in construction of exterior case the 310 also ha dual thermostat for better control of brew and steam temp,"['usability', 'video', 'not usability']","[0.8674650192260742, 0.07662611454725266, 0.05590882897377014]"
71,is this machine any good,"['usability', 'not usability', 'video']","[0.5167276263237, 0.3823382556438446, 0.10093417763710022]"
72,no do not buy it plastic cheap crap doe not even make good coffee de longhi is ripping you ofd,"['not usability', 'usability', 'video']","[0.7360119819641113, 0.20456567406654358, 0.05942230671644211]"
73,yeah if you are willing to do some work i unscrewed all the plastic stuff off the handle and portafilter itself so it all metal and now a bottomless filter such a full bodied coffee with great crema before i did this i would always get watery thin shot,"['usability', 'video', 'not usability']","[0.8110177516937256, 0.1292283833026886, 0.05975383520126343]"
74,hi tm relative to other pressurized basket machine in this price range it is a decent machine a far better machine of this type is the gaggia carezza of course it cost more but a much better machine check it out here,"['usability', 'video', 'not usability']","[0.6712125539779663, 0.24050378799438477, 0.08828368782997131]"
75,you have just destroyed my interest towards that piece of hardware,"['not usability', 'usability', 'video']","[0.7715078592300415, 0.13728280365467072, 0.09120937436819077]"
76,talk metric even in the book it written metric amateur,"['usability', 'not usability', 'video']","[0.526360809803009, 0.2974734306335449, 0.17616580426692963]"
77,hi evdv thanks for the comment we are in that backwards country that ha not fully embraced metric honestly we have made a real effort to always include metric measurement in more recent video,"['video', 'usability', 'not usability']","[0.899419903755188, 0.07420719414949417, 0.02637285180389881]"
78,pphhh look like a flat white the guy is a joke,"['not usability', 'usability', 'video']","[0.7376171350479126, 0.14751827716827393, 0.11486463248729706]"
79,great review i just bought this machine and this video help a lot thanks,"['video', 'usability', 'not usability']","[0.8563756346702576, 0.13874472677707672, 0.004879634361714125]"
80,hi dl you are welcome thanks for the comment happy to help,"['usability', 'video', 'not usability']","[0.5320323705673218, 0.3835727274417877, 0.08439487218856812]"
81,hi guy im using the illy coffee pod a well however the espresso that come out is too watery n light how do you get it to be so nice n thick,"['usability', 'not usability', 'video']","[0.8226158022880554, 0.09581176191568375, 0.08157245814800262]"
82,hi guy thanks for the reply im using this coffee machine with exactly the same type of item provided and also used by you in this video i tried grinding the bean finner but still the same,"['video', 'usability', 'not usability']","[0.6042905449867249, 0.3834223449230194, 0.01228708028793335]"
83,whole latte love hi im using the deloghi eco310r,"['usability', 'video', 'not usability']","[0.7558680772781372, 0.20843687653541565, 0.035695020109415054]"
84,hi jpv what type of machine are you brewing with are you using a pressurized filter basket brewing with ese pod requires use of a pressurized basket if you are using a pressurized basket some other potential reason for watery light are under temperature brew water or perhaps a problem with the basket,"['usability', 'video', 'not usability']","[0.7521409392356873, 0.14799544215202332, 0.09986367076635361]"
85,hey are the ec 702 or pump espresso 3630 considered an entry level machine a the eco310 because i want to make a purchase and i am extremely confused between these three machine the eco310 around 600dollar in my country automatic espresso machine around 6500dollar thanks,"['usability', 'not usability', 'video']","[0.6508320569992065, 0.2737411856651306, 0.07542674988508224]"
86,hi yj yes all 3 machine you mention are considered entry level budget machine all use a pressurized portafilter which is smaller than standard commercial size,"['usability', 'video', 'not usability']","[0.6724321246147156, 0.2680768370628357, 0.05949108675122261]"
87,thanks for your video i have one at home but the pot filter is slightly different upon checking realized that mine is eco311 do u know the difference,"['video', 'usability', 'not usability']","[0.8144097328186035, 0.14977622032165527, 0.035814061760902405]"
88,michelles phan,"['video', 'usability', 'not usability']","[0.5352552533149719, 0.3320152461528778, 0.1327294558286667]"
89,michelles phan,"['video', 'usability', 'not usability']","[0.5352552533149719, 0.3320152461528778, 0.1327294558286667]"
90,hi we do not carry the eco311 so can not say for sure think it is essentially the same a this machine maybe just a version sold in other part of the world,"['usability', 'not usability', 'video']","[0.5291032195091248, 0.3283737003803253, 0.14252310991287231]"
91,can you advise which tamper size for this machine a the built in one is difficult to use,"['not usability', 'usability', 'video']","[0.8306629657745361, 0.1312195509672165, 0.03811739385128021]"
92,comical sanswich sir pun a ton lol,"['video', 'usability', 'not usability']","[0.3980458974838257, 0.31822824478149414, 0.2837258577346802]"
93,whole latte love you have said in a different comment to wingpang66 that the tamper size wa 52mm should we take this thread a the truth of the matter then,"['usability', 'video', 'not usability']","[0.7218924760818481, 0.15960559248924255, 0.11850191652774811]"
94,thanks again highly appreciate,"['usability', 'video', 'not usability']","[0.47566017508506775, 0.44332316517829895, 0.08101673424243927]"
95,chuong nguyen that is great thanks for letting everyone know,"['video', 'usability', 'not usability']","[0.4937383234500885, 0.460631400346756, 0.045630306005477905]"
96,thanks got it already work just fine,"['usability', 'video', 'not usability']","[0.8487647175788879, 0.1340268850326538, 0.017208436504006386]"
97,that is not capuccino at all d where is dome or coffee ring dry late maybe but defenetly not capucino,"['not usability', 'usability', 'video']","[0.8303437829017639, 0.13147665560245514, 0.038179539144039154]"
98,it is not all metal exterior it is plastic 1 58,"['usability', 'not usability', 'video']","[0.6799578070640564, 0.1653939038515091, 0.15464824438095093]"
99,only the drip tray insert and handle are plastic,"['usability', 'video', 'not usability']","[0.6282660961151123, 0.23901240527629852, 0.13272151350975037]"
100,the coffee ha no crema after the pour why would you drink that,"['not usability', 'usability', 'video']","[0.7739608883857727, 0.1624307781457901, 0.06360838562250137]"
101,when using ground coffee the espresso from this machine ha mad crema,"['usability', 'video', 'not usability']","[0.8508535623550415, 0.09397758543491364, 0.055168844759464264]"
102,by not using pod i get crema everytime with the same machine,"['not usability', 'usability', 'video']","[0.6584264039993286, 0.26041004061698914, 0.08116353303194046]"
103,hi warren that is fairly typical for an entry level machine brewing with ese pod a definite trade off for low cost and convenience take a look at this video for the other end of the spectrum using a profitec pro 800 and a very fine high altitude coffee thru bottomless portafilter it ooze with crema,"['video', 'usability', 'not usability']","[0.9157594442367554, 0.07236134260892868, 0.011879215016961098]"
104,if you are using fresh ground coffee about how long would it take to properly extract a double shot what are the visual or other cue to know when is the right time to stop thanks,"['usability', 'video', 'not usability']","[0.8419190049171448, 0.12509708106517792, 0.03298390656709671]"
105,what is the right weight of grinded coffe for double espresso produced by this machine,"['usability', 'video', 'not usability']","[0.8496927618980408, 0.09547165036201477, 0.05483559891581535]"
106,f scarecro none i can really think of it is an entry level machine designed to work with the pressurized basket for making espresso from pre ground coffee or ese pod will definitely void the warranty if hacked to work like an non pressurized basket you will definitely need a grinder grind size is critical when using standard filter basket also understand this machine us an undersized portafilter it is much smaller than a standard 58mm commercial one with le mass so lower temperature stability could you hack it and make an okay shot once in awhile maybe but espresso is a game of controlling variable and this machine is not really up to controlling those variable beyond using it a equipped you would be better off with a machine like the gaggia classic it come with both pressurized and non pressurized basket ha standard size and weight portafilter an actual boiler a opposed to a thermoblock and large group head for thermal stability it is a little more money but it is a machine built for year of service not an appliance you can see it in action and learn more about why we think it is the best value in a solid entry level espresso machine,"['not usability', 'usability', 'video']","[0.570900022983551, 0.25576192140579224, 0.17333808541297913]"
107,i have seen people cut off the black part of the filter to make in un pressurized whats the pro to doing that,"['usability', 'video', 'not usability']","[0.5768113732337952, 0.32079997658729553, 0.10238862782716751]"
108,np,"['usability', 'video', 'not usability']","[0.41986533999443054, 0.34600910544395447, 0.234125554561615]"
109,thanks,"['usability', 'video', 'not usability']","[0.5327008366584778, 0.39020413160324097, 0.07709501683712006]"
110,the coffee it seems a little of cream,"['usability', 'video', 'not usability']","[0.6538864970207214, 0.26279833912849426, 0.08331514894962311]"
111,that d pends on your coffee i used fresh high quality coffee and get decent crema in my expressos,"['usability', 'not usability', 'video']","[0.651027500629425, 0.20752054452896118, 0.1414518803358078]"
112,it is a decent machine a little different in that it is a super automatic so a lot easier to use and get good consistent result it is not a model we carry anymore this is the more current magnifica model,"['usability', 'video', 'not usability']","[0.8829631805419922, 0.06378816813230515, 0.053248584270477295]"
113,whole latte love how about delonghi esam4200s i have watched vedio it seems good,"['video', 'usability', 'not usability']","[0.8014035224914551, 0.1810663789510727, 0.01753004640340805]"
114,do you mean lacking crema the machine is an entry level unit and is brewing an ese pod in a pressurized filter basket generally can not expect high end crema rich shot,"['not usability', 'video', 'usability']","[0.5756552219390869, 0.27010610699653625, 0.15423861145973206]"
115,hi i am from indonesia i would like to ask for permission may i post your video to my website thank you,"['video', 'usability', 'not usability']","[0.8898897171020508, 0.09783759713172913, 0.012272718362510204]"
116,hi mel maybe please provide your website url so we can have a look,"['usability', 'video', 'not usability']","[0.5715118050575256, 0.34855785965919495, 0.07993035763502121]"
117,this is a latte not a cappuccino u need to froth ur milk steam it before pulling a shot ur shot last for only 10 it is gon na taste bad after more than 10 cappuccino le milk more foam half the cup should contain the foam and another half should contain shot milk to separate ur foam from milk u should use a spoon to first pour out the milk latte more milk le foam,"['usability', 'not usability', 'video']","[0.5973587036132812, 0.33969002962112427, 0.0629512369632721]"
118,espresso becomes oxidised after 10 which is why most espresso shot taste bad after 10 interesting i have not heard of an espresso that doe not oxidise and turn bad,"['not usability', 'usability', 'video']","[0.4999940097332001, 0.3518884479999542, 0.1481175720691681]"
119,blanche et bleu hi blanche what we would really prefer is to pull shot and steam milk at the same time on a machine like this with a single thermoblock boiler that is not possible so whether to brew or steam first is a personal preference we disagree with shot only lasting 10 second doe that mean i have to drink it in 10 second or it is no good perhaps you are referring to the crema breaking down there is some excellent research which show shot do not change much inn regard to flavor aroma in the first minute or two after extraction here is a link to the research which used trained tester and aroma sniffing mass spectrometer a for the milk machine with auto frothing wand like this one tend to produce an airier milk it is honestly a challenge to steam milk for a latte with an auto frothing wand a it is tough to produce a fine microfoam a we define in the video a capp is 1 3 espresso 1 3 steamed milk 1 3 frothed milk the milk poured at the end is very airy and what we would consider appropriate for a cappuccino while we do not have a big problem with using a spoon to hold back airier milk you will find a lot of professional baristas who have a huge problem with spoon,"['video', 'usability', 'not usability']","[0.6843293309211731, 0.2499452382326126, 0.0657254010438919]"
120,i bought this machine crap notice in every video when they express coffee there is no steam that coffee would have been crap not hot enougth,"['video', 'not usability', 'usability']","[0.5402757525444031, 0.41748207807540894, 0.04224220663309097]"
121,i wont thumb this video down you got on camera had a go well spoken good voice for sale i will say should be on tv but what wa the convience in this video i see lazyness but not convenience were you in a rush to go somewhere after this video convenience would be to have the basket pre packed which will show a nice creme and improve the reason for you making posting the video in the 1st place positive criticism,"['video', 'not usability', 'usability']","[0.6834915280342102, 0.24322466552257538, 0.07328373938798904]"
122,billab0ng83 always open to critique the point wa to show how someone who like the convenience of ese pod could quickly and easily make a cappuccino without having to also own a grinder no doubt higher quality espresso is made using coffee ground fresh just before pulling shot ease and speed wa the purpose here,"['usability', 'video', 'not usability']","[0.8176233172416687, 0.1388808637857437, 0.04349582642316818]"
123,milk from plastic bottle how to kill coffee,"['not usability', 'video', 'usability']","[0.5087928771972656, 0.37642577290534973, 0.11478129774332047]"
124,maybe the baccarat harcourt crystal bottle where not available at the time,"['not usability', 'usability', 'video']","[0.4790034592151642, 0.4208278954029083, 0.10016866773366928]"
125,we are coffee farmer and here some our activity harvest season in gayo sumatera please visit,"['video', 'usability', 'not usability']","[0.5167908072471619, 0.4236289858818054, 0.059580229222774506]"
126,not much of a head on the coffe is there,"['not usability', 'usability', 'video']","[0.8031124472618103, 0.11653673648834229, 0.08035080134868622]"
127,costa liamis pod offer convenience but you do give up some quality compared to espresso pulled with fresh ground on more expensive machine,"['usability', 'not usability', 'video']","[0.7817437648773193, 0.12004481256008148, 0.09821143001317978]"
128,when i attach the filter holder to the machine and turn it from left to right right it doe not seem to lock fully into the centre a shown here in the video it seems to stop slightly diagonally am i doing something wrong,"['video', 'usability', 'not usability']","[0.9389427900314331, 0.045699503272771835, 0.015357726253569126]"
129,you are welcome let u know how thing go a for lighter color make sure everything is warmed up run a blank shot or two and work with grind and dose to fine tune,"['video', 'usability', 'not usability']","[0.48339608311653137, 0.4255351722240448, 0.09106875211000443]"
130,whole latte love hi deeply appreciate the quick reply yes the machine is barely 3 day old im able to make a decent espresso but i also notice that when the coffee come out of the nozzle it seems a little lighter than the rich dark brown coffee that i am used to will give it a few more shot and see thanks again,"['usability', 'video', 'not usability']","[0.8514248132705688, 0.0811200812458992, 0.06745505332946777]"
131,zubin balaporia hi zubin if machine is new it may take some use to break in the group gasket which form the seal to the portafilter another possibility is too much coffee in portafilter such that it is compressing against the shower screen in the group head are you able to pull shot,"['usability', 'video', 'not usability']","[0.6694185137748718, 0.18955883383750916, 0.1410226821899414]"
132,i am trying to make latte art with this machine and i am still learning about shot and frothing properly i am wondering though is latte art actually possible with the quality that this machine produce,"['usability', 'video', 'not usability']","[0.6097530126571655, 0.2744045853614807, 0.11584240198135376]"
133,connie freitas while not impossible it will be a challenge this machine doe not have the steaming power of more expensive machine one key is to get the air in the milk early and then get the wand is air intake cover to stop air injection and continue rolling the milk to break up the bubble,"['not usability', 'usability', 'video']","[0.46961677074432373, 0.4375740587711334, 0.09280918538570404]"
134,i am planing to get delonghi dedica can i have more crema than delonghi eco 310 or 311 which one do you suggest dedica doe not support big cup two cup at the same time that is the only handicap i suppose,"['not usability', 'usability', 'video']","[0.5164924263954163, 0.36155277490615845, 0.12195485085248947]"
135,oytun oral main difference is size not all machine that do 15bar are the same in fact 15 bar is just marketing talk espresso generally brewed at 9 bar 15 bar is just what pump are capable of quality of bean is most important factor then grind then machine,"['not usability', 'usability', 'video']","[0.6707385778427124, 0.24763056635856628, 0.08163082599639893]"
