Primary ASIN,Product Title,Rating,Global Ratings,Global Reviews,Product URL,Review No.,Variant ASIN,Variant Details,Review URL,Reviewer Name,Reviewer Profile,Review Rating,Reviewed In,Review Date,Review Title,Review Description,Helpful Vote,Verified Purchase
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,11,N/A,N/A,N/A,camel,N/A,3.0 out of 5 stars,the United Kingdom,"July 6, 2014",N/A,"I bought this machine because I  drink  milky coffee and my husband drinks only black filter coffee. It seemed a perfect solution and the only one on the market. It makes great coffee, looks good and isn't too bulky on the kitchen work top. However, one day the filter side of the machine just started leaking water and wouldn't work. It was almost exactly a year after I bought it. I don't use it every day so I am disappointed that this has happened. That's why I will only give this three stars.",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,12,N/A,N/A,N/A,Cog,N/A,5.0 out of 5 stars,the United Kingdom,"December 1, 2012",N/A,"Having unsuccessfully tried every coffee bean going in a previous machine convinced the problems were down to poor raw materials, I finally gave the thing the heave-ho and replaced it with this.  Despite the instructions being wordless Lego/IKEA-style illustrations I'm making pretty consistent espresso, cappuccino and filter coffee with relative ease.  Was a little worried having read previous reviews about the excess steam but, as it's not in an enclosed space, that doesn't seem to be a problem.  Great value.",One person found this helpful,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,13,N/A,N/A,N/A,Ian,N/A,4.0 out of 5 stars,the United Kingdom,"March 11, 2013",N/A,"Overall I am very pleased with the product, which was bought as a gift.As this was our first home coffee machine it did take some getting used to, such as buying the right type of coffee. First attempts were marred by using normal ground coffee, which produced a very lack lustre coffee. Eventually we tried a ground coffee specifically designed for these type of machines.Both functions of the machine works well. The filter side keeps the coffee nice and warm, although it would have been nice if the machine had a permanent washable filter rather than need filter papers.The expresso side produces a good cup of coffee, although it does not automatically cut off after the first shot is produced. When producing double shots of coffee we found best results by switching the machine back to warming mode once the OK light had gone off. My partner also has found that putting hot water in the water tank makes the coffee warmer, although I have not used it enough myself to make a judgement on that.Overall I think the machine is very good for its price and it's dual function has proved extremely useful.",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,14,N/A,N/A,N/A,Nats,N/A,5.0 out of 5 stars,the United Kingdom,"July 1, 2014",N/A,Me and boyfriend love this coffee machine!It makes lovely coffee with pods and filter coffee. The milk frother is great and makes lovely frothy coffee.It is easy to use and easy to clean.We bought our coffee pods in bulk on Amazon and we also bought a metal milk jug and milk thermometer on Amazon for it too.We look forward to chilling with our weekend morning coffee!,N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,15,N/A,N/A,N/A,DjRicardo,N/A,5.0 out of 5 stars,the United Kingdom,"April 5, 2014",N/A,Bought this machine after my old De`Longhi  filter machine died aged 8 out of the box it looks great piano black and silver I was looking for the same quality of coffee as my old machine used to produce and was not disappointed using my favourite coffee another hit for De`Longhi and with a smaller footprint than my previous combi and at a good price too would certainly recommend to anyone DjR,N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,16,N/A,N/A,N/A,M. Gair,N/A,5.0 out of 5 stars,the United Kingdom,"February 16, 2013",N/A,"It's a great machine that can give you all sorts of coffee! Cappuccino, espresso or latte... You do need to practise with the milk foamer.. I get loads of froth, my husband is still mastering the technique! It's can do filter also, although we find we enjoy the otherside more! Can heartily recommend this & would suggest hunting on the Andrew James kitchen section for a milk jug & temperature probe, to ensure you don't take the milk too far!",One person found this helpful,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,17,N/A,N/A,N/A,Jayjay,N/A,1.0 out of 5 stars,the United Kingdom,"December 3, 2015",N/A,"Bought in March 2015, so less than a year old, and still supposedly under guarantee, it now leaks from various points - water pools underneath it and water trickles down from three places on the front. It made decent filter coffee, but the espresso side was never much use - there was still water left in the mechanism after the coffee had been poured - and now the whole thing just leaks. I'm also having a lot of trouble trying to get a reply from the supplier ComNeTec and amazon aren't exactly over-helpful. I'll buy my next coffee machine from a real shop.",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,18,N/A,N/A,N/A,michael,N/A,5.0 out of 5 stars,the United Kingdom,"May 16, 2015",N/A,Ive used this machine pretty much every day as my addiction to coffee grows. Never had any problems and its easy to use. I will say that the milk frother does need a couple of attempts to get milk hot. Lets face it its not a professional one like in costa but its close to it,N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,19,N/A,N/A,N/A,FionaR,N/A,5.0 out of 5 stars,the United Kingdom,"September 23, 2013",N/A,"I've been using this for about a month now. I never touch coffee but my husband says the coffee tastes great, both from the filter pot and the expresso. Quick, easy to use, keeps the coffee warm, can make a little or a lot at once and looks ok too.",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,20,N/A,N/A,N/A,Sam,N/A,5.0 out of 5 stars,the United Kingdom,"November 23, 2015",N/A,Purchased as a gift. Mum loves it and is able to make many different coffees and likes to experiment. Look great and professional! Arrived super quick. Very happy.,N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,21,N/A,N/A,N/A,B W DAVIES,N/A,5.0 out of 5 stars,the United Kingdom,"April 26, 2013",N/A,"I have owned a much earlier model than this one which served me very well but I needed to upgrade. This model is so much better to operate with the water filler at the front. All of the accessories are perfect for the Nobel art of coffee making. The only thing missing is a made to measure jug for the hot frothy milk other than that,  perfection......",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,22,N/A,N/A,N/A,mike49,N/A,5.0 out of 5 stars,the United Kingdom,"April 24, 2014",N/A,"We have had a good few coffee machines, but this one is certainly easier to use than most. The front loading water tank is a great idea, and the filter side of the machine is used daily.  The espresso part is also straightforward and works well, although attaching the coffee holder is a bit tricky and needs practice (or I  did anyway!). The controls are simple and the machine looks very nice. Overall, a good buy.",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,23,N/A,N/A,N/A,Bikerbunny,N/A,4.0 out of 5 stars,the United Kingdom,"November 19, 2013",N/A,"I love my new coffee machine!  I was a bit nervous as I'd bought a De'Longhi coffee machine before which I had to send back because it didn't work but this one is a dream!  I chose this one because I wanted one that did espresso as well as filter coffee.  The espresso, milk frother and filter coffee maker all work perfectly.  The only reason it doesn't get the full five starts is because you have to watch over it when making an espresso as it doesn't stop automatically but you do get used to it!",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,24,N/A,N/A,N/A,Lynne,N/A,5.0 out of 5 stars,the United Kingdom,"November 12, 2012",N/A,"My son in law picked out this coffee maker, and it was bought as his birthday present. A connoisseur of coffee, he was delighted with the coffee it produced. As always, the service and promptness of delivery from Amazon is exceptional.",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,25,N/A,N/A,N/A,Heather,N/A,5.0 out of 5 stars,the United Kingdom,"January 4, 2014",N/A,"This coffee machine is well used, infact it is used every day,  Perfect to when guests arrive unexpected.There is nothig that I don't like",One person found this helpful,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,26,N/A,N/A,N/A,JH,N/A,5.0 out of 5 stars,the United Kingdom,"February 19, 2013",N/A,I bought this for my husband for Christmas and apart from the original one being faulty it has been fantastic. The service from de longhi and amazon has been great. When I reported that the machine was leaking we were first sent a replacement part and then when that didn't work we were sent a replacement machine. We have had no problems with this one and get to enjoy fresh coffee every day. The espresso attachment is perfect for my husband and the ability to make a good cappuccino with the milk frother has gone down well too.,One person found this helpful,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,27,N/A,N/A,N/A,Janet Aveling,N/A,4.0 out of 5 stars,the United Kingdom,"January 13, 2013",N/A,"I use this every day.  When alone I have the espresso with steamed milk, for two or more I use the filter.  Sometimes the milk is  too hot sometimes not hot enough and the milk is sometimes not frothy enough, but I still like it.  I had to descale it all too.  This is necessary after every 200 uses, but I wasn't counting.",One person found this helpful,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,28,N/A,N/A,N/A,AlanT,N/A,4.0 out of 5 stars,the United Kingdom,"March 8, 2015",N/A,I bought this as a replacement for an old Krups Combi machine that had lasted over 20 years!  So far this has performed pretty well; it makes both good filter and espresso coffee and boils the water quite quickly.  I don't drink cappuccino so can't comment on the performance of the frother.  Let's hope it lasts as well as the Krups did.,N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,29,N/A,N/A,N/A,Katerina,N/A,5.0 out of 5 stars,the United Kingdom,"April 9, 2015",N/A,"Love this coffee machine - a year on, it still works great and it';s being used several times a day!Easy to clean and very easy to use.",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,30,N/A,N/A,N/A,David N,N/A,4.0 out of 5 stars,the United Kingdom,"April 23, 2013",N/A,"Chose this because of its flexibility. Rapidly reaches operating temperature from start, the pumped system means you get quick one cup coffee and the filter coffee option is ideal for dinner parties etc. It's a bit noisy in expresso mode but not overtly so and could do with a larger ""2 shot"" coffee container for a stronger brew or when using in two cups mode but nit-picking aside, for the price, it's a great little machine.",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,31,N/A,N/A,N/A,Allan Brown,N/A,5.0 out of 5 stars,the United Kingdom,"January 15, 2013",N/A,"Iv'e used the whole operation available with the appliance, the coffee is great and all modes deliver a good hot cup of coffee. The cappuccino was as good as many ive tried. Wonderful value for money.",One person found this helpful,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,32,N/A,N/A,N/A,Kris,N/A,2.0 out of 5 stars,the United Kingdom,"March 28, 2016",N/A,Just doesn't do it. Coffee seems to come out very thin and weak. Ended up getting a Bosch Tassimo about one year later..,N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,33,N/A,N/A,N/A,Mr. Iain C. Armstrong,N/A,4.0 out of 5 stars,the United Kingdom,"December 29, 2012",N/A,"I think the frother is too close to trhe machine. The handle should extend further. Still getting the hang of the cappucino maker. The milks steamer works well, but frother is very messy and not as good as my old coffee machine ( morphy richards). The espresso crema is excellent.  I will probably have to buy a hand operated frother, unless your customers have a better idea.",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,34,N/A,N/A,N/A,ijmluston,N/A,4.0 out of 5 stars,the United Kingdom,"September 2, 2013",N/A,"I have had this machine for over 6 months.  Solved the steam issue by removing the water filter and using a coffee machine cleaner regularly.  Filter side is fine.  My recent problem has been the espresso coffee grounds holder unscrewing itself whilst in use, which makes a real mess.  I have cleaned the pods (they come to pieces), but the problem persists.  Any Advice!",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,35,N/A,N/A,N/A,Ahmed M.,N/A,5.0 out of 5 stars,the United Kingdom,"February 11, 2015",N/A,"Love it, all in one. Such a joy to use it for American coffee or espresso. not much maintenance either",N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,36,N/A,N/A,N/A,Brenda Crowe,N/A,5.0 out of 5 stars,the United Kingdom,"August 15, 2013",N/A,Good coffee easy instructions to follow and choice of making a jug of coffee also. This is what I hoped would be the experience of buying a machine but finding it reduced and also free delivery made me delighted to have looked on Amazon to see reviews and get to know what to look for in a coffee machine. Delivery was only 4 days. Well worth the wait!,N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,37,N/A,N/A,N/A,Caroline Smith,N/A,5.0 out of 5 stars,the United Kingdom,"November 24, 2014",N/A,Great purchase and caters for all the family's tastes because it does everything.,N/A,Yes
B003UMHO8G,"DeLonghi BCO411.B 15-Bar Combi Espresso Coffee Machine, 220-Volts (Not for USA)",3.8 out of 5,219,202,https://www.amazon.com/DeLonghi-BCO411-B-Espresso-Machine-220-Volts/dp/B003UMHO8G/ref=cm_cr_arp_d_product_top?ie=UTF8,38,N/A,N/A,N/A,Mummyla,N/A,5.0 out of 5 stars,the United Kingdom,"October 27, 2014",N/A,"Great machine, looks good and makes lovely coffee, quick and easy to use. Quite sizeable so you will need a decent space for it. I looked around for a long time before I settled on this one so, all-in-all a very good choice.",N/A,Yes
